"FAMILIA","Id","Nombre","Codigo","FK_Periodicidad","FK_Publicacion","FK_Periodo_ini","Anyo_Periodo_ini","FechaRef_fin","Ultima_Modificacion"
"FAMILYTUR",24946,"Excursiones, excursiones por persona e índice sobre la media por comunidad autónoma de residencia de los excursionistas                                             ","NAC-CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",25754,"Personas no viajeras por sexo, según motivos para no viajar                                                                                       ","NAC",12,462,19,"2015","null",1719471600000
"FAMILYTUR",25755,"Personas viajeras por sexo, según destino y duración del viaje.                                                                                ","NAC",12,462,28,"2015","null",1719471600000
"FAMILYTUR",25873,"Personas viajeras por comunidad autónoma de residencia, según destino y duración del viaje","NAC-CCAA",12,462,28,"2015","null",1719471600000
"FAMILYTUR",25882,"Personas no viajeras por comunidad autónoma de residencia, según motivos para no viajar","NAC-CCAA",12,462,28,"2015","null",1719471600000
"FAMILYTUR",67186,"Personas viajeras por sexo, según destino y duración del viaje.                                                                                ","NAC",12,462,28,"2015","null",1719471600000
"FAMILYTUR",68550,"Viajes, pernoctaciones y gasto total por duración del viaje","NAC",12,650,28,"2015",28,"2023",1738135500000
"FAMILYTUR",12421,"Viajes, pernoctaciones, duración media y gasto por motivo principal del viaje             ","NAC",1,443,2,"2015","null",1734681600000
"FAMILYTUR",12428,"Viajes, pernoctaciones, duración media y gasto por alojamiento principal, según tipo de destino principal","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12435,"Viajes, pernoctaciones, duración media y gasto por alojamiento principal, según destino principal (extranjero y comunidades autónomas) ","CCAA",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12439,"Etapas con destino interno, pernoctaciones y duración media de la etapa por alojamiento, según comunidad autónoma de destino de la etapa ","NAC-CCAA",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12447," Excursiones y gasto por tipo de destino principal                                                                                                   ","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12449,"Viajes, pernoctaciones, duración media y gasto por tipo de alojamiento principal, según comunidad autónoma de residencia de los viajeros                          ","NAC-CCAA",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12495,"Viajes, pernoctaciones, duración media y gasto por motivo principal del viaje","NAC",1,443,2,"2015","null",1734681600000
"FAMILYTUR",14298,"Excursiones y gasto por comunidad autónoma de residencia de los excursionistas ","NAC-CCAA",3,445,19,"2015","null",1734681600000
"FAMILYTUR",15797,"Viajes, pernoctaciones y duración media por principales características de los viajes","NAC-CCAA",12,462,28,"2015","null",1711440000000
"FAMILYTUR",24920,"Viajes, pernoctaciones, duración media y gasto por alojamiento principal, según tipo de destino principal","NAC",12,462,28,"2015","null",1711440000000
"FAMILYTUR",24928,"Viajes, pernoctaciones, duración media y gasto por alojamiento principal, según destino principal (extranjero y comunidades autónomas) ","CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24932,"Etapas con destino interno, pernoctaciones y duración media de la etapa por alojamiento, según comunidad autónoma de destino de la etapa ","NAC-CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24939," Excursiones y gasto por tipo de destino principal                                                                                                   ","NAC",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24943,"Viajes, pernoctaciones, duración media y gasto por tipo de alojamiento principal, según comunidad autónoma de residencia de los viajeros                          ","NAC-CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24947,"Excursiones y gasto por comunidad autónoma de residencia de los excursionistas ","NAC-CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",25756,"Personas viajeras por edad, según destino y duración del viaje.                                                                          ","NAC",12,462,28,"2015","null",1719471600000
"FAMILYTUR",25867,"Personas no viajeras por edad, según motivos para no viajar.","NAC",12,462,19,"2015","null",1719471600000
"FAMILYTUR",61299,"Viajes, pernoctaciones y duración media por sexo y edad de los viajeros","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",61300,"Viajes, pernoctaciones y duración media por sexo y edad de los viajeros","NAC",12,462,28,"2015","null",1711440000000
"FAMILYTUR",68551,"Viajes, pernoctaciones y gasto total por tipo de destino principal","NAC",12,650,28,"2015",28,"2023",1738135500000
"FAMILYTUR",12422,"Viajes, pernoctaciones, duración media y gasto por tipo de destino principal","NAC",1,443,2,"2015","null",1734681600000
"FAMILYTUR",12429,"Viajes, pernoctaciones, duración media y gasto por motivo principal del viaje, según tipo de destino principal","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12436,"Viajes con destino principal interno, pernoctaciones, duración media y gasto por tipo de origen, según comunidad autónoma de destino principal ","NAC-CCAA",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12440,"Etapas con destino interno, pernoctaciones y duración media de la etapa por tipo de origen del viaje, según comunidad autónoma de destino de la etapa ","NAC-CCAA",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12442,"Viajes, pernoctaciones y duración media por nacionalidad de los viajeros","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12450,"Viajes con destino principal interno, pernoctaciones, duración media y gasto por tipo de destino principal, según comunidad autónoma de residencia de los viajeros","NAC-CCAA",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12497,"Viajes, pernoctaciones, duración media y gasto por tipo de destino principal","NAC",1,443,2,"2015","null",1734681600000
"FAMILYTUR",13232,"Excursiones y gasto por destino principal (extranjero y comunidades autónomas)                                                                                                    ","CCAA",3,445,19,"2015","null",1734681600000
"FAMILYTUR",15796,"Gasto total y gastos medios por principales características de los viajes","NAC-CCAA",12,462,28,"2015","null",1711440000000
"FAMILYTUR",24921,"Viajes, pernoctaciones, duración media y gasto por motivo principal del viaje, según tipo de destino principal","NAC",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24929,"Viajes con destino principal interno, pernoctaciones, duración media y gasto por tipo de origen, según comunidad autónoma de destino principal ","NAC-CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24933,"Etapas con destino interno, pernoctaciones y duración media de la etapa por tipo de origen del viaje, según comunidad autónoma de destino de la etapa ","NAC-CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24935,"Viajes, pernoctaciones y duración media por nacionalidad de los viajeros","NAC",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24940,"Excursiones y gasto por destino principal (extranjero y comunidades autónomas)                                                                                                    ","CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24944,"Viajes con destino principal interno, pernoctaciones, duración media y gasto por tipo de destino principal, según comunidad autónoma de residencia de los viajeros","NAC-CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",25758,"Personas viajeras por nivel de formación alcanzado, según destino y duración del viaje.                                                         ","NAC",12,462,28,"2015","null",1719471600000
"FAMILYTUR",25868,"Personas no viajeras por nivel de formación alcanzado, según motivos para no viajar","NAC",12,462,19,"2015","null",1719471600000
"FAMILYTUR",68552,"Viajes, pernoctaciones y gasto total por principal medio de transporte","NAC",12,650,28,"2015",28,"2023",1738135500000
"FAMILYTUR",12423,"Viajes, pernoctaciones, duración media y gasto por tipo de viaje","NAC",1,443,2,"2015","null",1734681600000
"FAMILYTUR",12430,"Viajes, pernoctaciones, duración media y gasto por duración del viaje, según tipo de destino principal","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12444,"Viajes, pernoctaciones y duración media por nivel de formación alcanzado de los viajeros","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12496,"Viajes, pernoctaciones, duración media y gasto por tipo de viaje","NAC",1,443,2,"2015","null",1734681600000
"FAMILYTUR",13230,"Viajes, viajes por persona e índice sobre la media por comunidad autónoma de residencia de los viajeros","NAC-CCAA",3,445,19,"2015","null",1734681600000
"FAMILYTUR",13231,"Viajes con destino principal interno, viajes por persona e índice sobre la media según comunidad autónoma de destino principal","NAC-CCAA",3,445,19,"2015","null",1734681600000
"FAMILYTUR",13233,"Excursiones con destino principal interno, excursiones por persona e índice sobre la media por  comunidad autónoma de destino principal ","NAC-CCAA",3,445,19,"2015","null",1734681600000
"FAMILYTUR",24922,"Viajes, pernoctaciones, duración media y gasto por duración del viaje, según tipo de destino principal","NAC",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24930,"Viajes con destino principal interno, viajes por persona e índice sobre la media según comunidad autónoma de destino principal","NAC-CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24936,"Viajes, pernoctaciones y duración media por nivel de formación alcanzado de los viajeros","NAC",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24941,"Excursiones con destino principal interno, excursiones por persona e índice sobre la media por  comunidad autónoma de destino principal ","NAC-CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24945,"Viajes, viajes por persona e índice sobre la media por comunidad autónoma de residencia de los viajeros","NAC-CCAA",12,462,19,"2015","null",1711440000000
"FAMILYTUR",25759,"Personas viajeras por relación con la actividad, según destino y duración del viaje.                                            ","NAC",12,462,28,"2015","null",1719471600000
"FAMILYTUR",25869,"Personas no viajeras por relación con la actividad, según motivos para no viajar","NAC",12,462,19,"2015","null",1719471600000
"FAMILYTUR",68553,"Viajes, pernoctaciones y gasto total por alojamiento principal","NAC",12,650,28,"2015",28,"2023",1738135500000
"FAMILYTUR",12424,"Excursiones y gasto por motivo principal de la excursión","NAC",1,443,2,"2015","null",1734681600000
"FAMILYTUR",12431,"Viajes, pernoctaciones, duración media y gasto por principal medio de transporte, según tipo de destino principal","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",12445,"Viajes, pernoctaciones y duración media por relación con la actividad de los viajeros","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",24923,"Viajes, pernoctaciones, duración media y gasto por principal medio de transporte, según tipo de destino principal","NAC",12,462,19,"2015","null",1711440000000
"FAMILYTUR",24937,"Viajes, pernoctaciones y duración media por relación con la actividad de los viajeros                                                                               ","NAC",12,462,19,"2015","null",1711440000000
"FAMILYTUR",25760,"Personas viajeras por nacionalidad, según destino y duración del viaje.                                        ","NAC",12,462,19,"2015","null",1719471600000
"FAMILYTUR",25870,"Personas no viajeras por tipo de hogar, según motivos para no viajar","NAC",12,462,19,"2015","null",1719471600000
"FAMILYTUR",68554,"Viajes, pernoctaciones y gasto total por forma de reserva del alojamiento","NAC",106,640,452,"2017",452,"2023",1738135500000
"FAMILYTUR",12432,"Viajes, pernoctaciones, duración media y gasto por forma de organización del viaje, según tipo de destino principal ","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",24924,"Viajes, pernoctaciones, duración media y gasto por forma de organización del viaje, según tipo de destino principal ","NAC",12,462,19,"2015","null",1711440000000
"FAMILYTUR",25761,"Personas viajeras por tipo de hogar, según destino y duración del viaje.                                     ","NAC",12,462,19,"2015","null",1719471600000
"FAMILYTUR",25871,"Personas no viajeras por disponibilidad de vivienda secundaria, según motivos para no viajar.","NAC",12,462,19,"2015","null",1719471600000
"FAMILYTUR",68555,"Viajes, pernoctaciones y gasto total por uso de internet en la reserva del alojamiento","NAC",106,640,452,"2017",452,"2023",1738135500000
"FAMILYTUR",12433,"Viajes, pernoctaciones, duración media y gasto por tipo de viaje                                                                                                  ","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",24925,"Viajes, pernoctaciones, duración media y gasto por tipo de viaje ","NAC",12,462,19,"2015","null",1711440000000
"FAMILYTUR",25814,"Personas viajeras por disponibilidad de vivienda secundaria, según destino y duración del viaje.                                ","NAC",12,462,19,"2015","null",1719471600000
"FAMILYTUR",25872,"Personas no viajeras por ingresos del hogar, según motivos para no viajar","NAC",12,462,19,"2015","null",1719471600000
"FAMILYTUR",68556,"Viajes, pernoctaciones y gasto total por forma de reserva del transporte","NAC",106,640,452,"2017",452,"2023",1738135500000
"FAMILYTUR",14295,"Gasto de los viajes por partidas de gasto, según forma de organización y tipo de destino principal","NAC",3,445,19,"2015","null",1734681600000
"FAMILYTUR",24926,"Gasto de los viajes por partidas de gasto, según forma de organización y tipo de destino principal","NAC",12,462,19,"2015","null",1711440000000
"FAMILYTUR",25815,"Personas viajeras por ingresos del hogar, según destino y duración del viaje.                           ","NAC",12,462,19,"2015","null",1719471600000
"FAMILYTUR",68557,"Viajes, pernoctaciones y gasto total por uso de internet en la reserva del transporte","NAC",106,640,452,"2017",452,"2023",1738135500000
"FAMILYTUR",68558,"Viajes, pernoctaciones y gasto total por forma de organización","NAC",106,640,452,"2017",452,"2023",1738135500000
"FAMILYTUR",68559,"Viajes, pernoctaciones y gasto total por uso de internet en la forma de organización","NAC",106,640,452,"2017",452,"2023",1738135500000
"INEXTREC",51361,"Número de turistas, pernoctaciones y duración media mensuales por continente, país de residencia o agrupación de países.","NAC",1,595,7,"2019","null",1738573200000
"INEXTREC",52046,"Número de turistas, pernoctaciones y duración media por CCAA de destino, desglosados por continente y país de residencia.","NAC-CCAA",1,595,7,"2019","null",1738573200000
"INEXTREC",52530,"RECEPTOR - Número de viajes, pernoctaciones y duración media mensuales por continente y país de destino, desglosados CCAA,PROV de origen.","NAC-CCAA-PROV",1,595,7,"2019","null",1738573200000
"INEXTREC",52047,"Número de turistas, pernoctaciones y duración media por provincia de destino, desglosados por continente y país de residencia.","NAC-PROV",1,595,7,"2019","null",1738573200000
"INEXTREC",52048,"RECEPTOR - Número de turistas mensuales por municipio de destino, desglosados por continente y país de residencia.","NAC-MUN",1,595,7,"2019","null",1738573200000
"VTUR",39364,"Viviendas turísticas, plazas y plazas por vivienda turística. Total nacional, comunidades autónomas y provincias","NAC-CCAA-PROV",1,556,8,"2020","null",1737622800000
"VTUR",46141,"Viviendas turísticas, plazas, plazas por vivienda turística y porcentaje de viviendas turísticas sobre el total de viviendas censadas en 2011. Total nacional, comunidades autónomas y provincias","NAC-CCAA-PROV",1,556,8,"2020","null",1737622800000
"VTUR",39363,"Viviendas turísticas, plazas y plazas por vivienda turística. Municipios","NAC-CCAA-PROV-MUN",1,556,8,"2020","null",1737622800000
"VTUR",39365,"Porcentaje de viviendas turísticas sobre el total de viviendas censadas. Total nacional, comunidades autónomas y provincias","NAC-CCAA-PROV",1,556,8,"2020","null",1737622800000
"VTUR",39366,"Porcentaje de viviendas turísticas sobre el total de viviendas censadas. Municipios","NAC-CCAA-PROV-MUN",1,556,8,"2020","null",1737622800000
"DISGASTO",37803,"Distribución porcentual del gasto anual, gasto total, GMD y GMV realizado en destino real dentro de cada comunidad autónoma de destino por país de residencia de los visitantes","CCAA",3,559,19,"2018","null",1735894800000
"DISGASTO",37804,"Distribución porcentual del gasto anual, gasto total, GMD y GMV realizado en destino real por cada país de residencia de los visitantes, según comunidad autónoma de destino","CCAA",3,559,19,"2018","null",1735894800000
"DISGASTO",37805,"Distribución porcentual del gasto anual, gasto total, GMD y GMV realizado en destino real dentro de cada comunidad autónoma de destino por país de residencia de los visitantes","CCAA",12,558,28,"2018","null",1712044800000
"DISGASTO",37806,"Distribución porcentual del gasto anual, gasto total, GMD y GMV realizado en destino real por cada país de residencia de los visitantes, según comunidad autónoma de destino","CCAA",12,558,28,"2018","null",1712044800000
"DISGASTO",37670,"Distribución del gasto en destino realizado en cada comunidad autónoma según país de residencia","CCAA",3,559,19,"2018","null",1735894800000
"DISGASTO",37734,"Distribución del gasto en destino realizado en cada comunidad autónoma según país de residencia","CCAA",12,558,28,"2018","null",1712044800000
"DISGASTO",37671,"Distribución del gasto en destino de cada país de residencia según comunidad autónoma","CCAA",3,559,19,"2018","null",1735894800000
"DISGASTO",37735,"Distribución del gasto en destino de cada país de residencia según comunidad autónoma","CCAA",12,558,28,"2018","null",1712044800000
"DISGASTO",37672,"Gasto medio diario por visitante según comunidad autónoma y país de residencia","CCAA",3,559,19,"2018","null",1735894800000
"DISGASTO",37736,"Gasto medio diario por visitante según comunidad autónoma y país de residencia","CCAA",12,558,28,"2018","null",1712044800000
"DISGASTO",37673,"Gasto medio por visitante según comunidad autónoma y país de residencia","CCAA",3,559,19,"2018","null",1735894800000
"DISGASTO",37737,"Gasto medio por visitante según comunidad autónoma y país de residencia","CCAA",12,558,28,"2018","null",1712044800000
"DISGASTO",39367,"Gasto en destino según comunidad autónoma y país de residencia","CCAA",3,559,19,"2018","null",1735894800000
"DISGASTO",39369,"Gasto en destino según comunidad autónoma y país de residencia","CCAA",12,558,28,"2018","null",1712044800000
"RENTH",2059,"Tarifa media diaria (ADR) por comunidades autónomas y provincias","NAC-CCAA-PROV",1,1,1,"2008","null",1737705600000
"RENTH",46297,"Tarifa media diaria (ADR)  desglose por zonas turísticas","NAC",1,1,1,"2021","null",1737705600000
"RENTH",46298,"Tarifa media diaria (ADR)  desglose por puntos turísticos","MUN",1,1,1,"2021","null",1737705600000
"RENTH",2058,"Tarifa media diaria (ADR) Nacional y desglose por categorías","NAC",1,1,1,"2008","null",1737705600000
"RENTH",2057,"Ingresos por habitación disponible (RevPAR) por comunidades autónomas y provincias","NAC-CCAA-PROV",1,1,1,"2008","null",1737705600000
"RENTH",46300,"Ingresos por habitación disponible (RevPAR) por zonas turísticas","NAC",1,1,1,"2021","null",1737705600000
"RENTH",46301,"Ingresos por habitación disponible (RevPAR) por puntos turísticos","MUN",1,1,1,"2021","null",1737705600000
"RENTH",2056,"Ingresos por habitación disponible (RevPAR) Nacional y desglose por categorías","NAC",1,1,1,"2008","null",1737705600000
"INDPREATR",2060,"Índices de Precios en Alojamientos de Turismo Rural: índices y tasas de variación interanual por comunidades autónomas","2002_NAC-CCAA",1,2,1,"2011","null",1738151100000
"INDPREATR",2007,"Índice de Precios en Alojamientos de Turismo Rural (IPTR): índice general nacional y desglose por tarifas","2002_NAC",1,2,1,"2003","null",1738151100000
"INDPREATR",2008,"Índice de Precios en Alojamientos de Turismo Rural (IPTR): índice general nacional y desglose por modalidad de alquiler","2002_NAC",1,2,1,"2003","null",1738151100000
"INDPREATR",8318,"Índice de Precios en Alojamientos de Turismo Rural (IPTR): Coeficiente de variación, índice general nacional","2002_NAC_CV",1,2,1,"2014","null",1738151100000
"INDPREAT",1989,"Índice de precios de apartamentos (IPAP): índice general nacional y desglose por modalidades","2002_NAC",1,2,1,"2003","null",1738151100000
"INDPREAT",2050,"Índice de precios de apartamentos (IPAP): índice general nacional y desglose por tarifas","2002_NAC",1,2,1,"2003","null",1738151100000
"INDPREAT",8317,"Índice de precios de apartamentos (IPAP): Coeficiente de variación del índice general nacional","2002_NAC_CV",1,2,1,"2014","null",1738151100000
"INDPREC",1990,"Índice de precios de campings (IPAC): índice general nacional y desglose por tarifas","2002_NAC",1,2,1,"2003","null",1738151100000
"INDPREC",1991,"Índice de precios de campings (IPAC): índice general nacional y desglose por categorías","2002_NAC",1,2,1,"2003","null",1738151100000
"OCUPAT",48423,"Número de alojamientos turísticos y noches ocupados por residencia del viajero. Nacional y comunidades autónomas","NAC-CCAA",1,571,1,"2018","null",1737363600000
"OCUPAT",48428,"Número de alojamientos turísticos y noches ocupados por residencia del viajero. Nacional y comunidades autónomas.","NAC-CCAA",12,572,28,"2018","null",1724745600000
"OCUPAT",48440,"Datos de ocupación en alojamientos turísticos y otros alojamientos de corta estancia (Anual)","NAC-CCAA-PROV",12,572,28,"2018","null",1724745600000
"OCUPAT",48424,"Número de alojamientos turísticos y noches ocupados por residencia del viajero. Puntos turísticos.","MUN",1,571,1,"2018","null",1737363600000
"OCUPAT",48429,"Número de alojamientos turísticos y noches ocupados por residencia del viajero. Puntos turísticos.","MUN",12,572,28,"2018","null",1724745600000
"OCUPAT",48441,"Datos de ocupación en alojamientos turísticos y otros alojamientos de corta estancia (Mensual)","NAC-CCAA",1,571,1,"2018",6,"2024",1737363600000
"OCUPAT",48425,"Pernoctaciones por residencia del viajero. Nacional y comunidades autónomas","NAC-CCAA",1,571,1,"2018","null",1737363600000
"OCUPAT",48430,"Pernoctaciones por residencia del viajero. Nacional y comunidades autónomas","NAC-CCAA",12,572,28,"2018","null",1724745600000
"OCUPAT",48426,"Pernoctaciones por residencia del viajero. Puntos turísticos","MUN",1,571,1,"2018","null",1737363600000
"OCUPAT",48431,"Pernoctaciones por residencia del viajero. Puntos turísticos","MUN",12,572,28,"2018","null",1724745600000
"OCUPAT",48427,"Pernoctaciones por residencia del viajero. Provincias","NAC-PROV",12,572,28,"2018","null",1724745600000
"OCUPAT",48433,"Pernoctaciones por país y continente de origen. Nacional.","NAC",12,572,28,"2018","null",1724745600000
"OCUPAT",48434,"Pernoctaciones por continente de origen. Nacional y Comunidades Autónomas.","NAC-CCAA",12,572,28,"2018","null",1724745600000
"OCUPAT",48435,"Pernoctaciones por tamaño de alojamiento. Nacional","NAC",12,572,28,"2018","null",1724745600000
"OCUPAT",48436,"Pernoctaciones por tipo de alojamiento. Nacional","NAC",12,572,28,"2018","null",1724745600000
"FRONTUR",10821,"Número de visitantes según tipología","NAC",1,407,10,"2015","null",1738569600000
"FRONTUR",10823,"Número de turistas según comunidad autónoma de destino principal","NAC-CCAA",1,407,10,"2015","null",1738569600000
"FRONTUR",23981,"Número de visitantes según tipología","NAC",12,471,28,"2016","null",1738569600000
"FRONTUR",23988,"Número de turistas según comunidad autónoma de destino principal","NAC-CCAA",12,471,28,"2016","null",1738569600000
"FRONTUR",10835,"Número de turistas según vía de acceso","NAC",1,407,10,"2015","null",1738569600000
"FRONTUR",23982,"Número de turistas según vía de acceso","NAC",12,471,28,"2016","null",1738569600000
"FRONTUR",10826,"Número de turistas según tipo de alojamiento principal","NAC",1,407,10,"2015","null",1738569600000
"FRONTUR",23983,"Número de turistas según tipo de alojamiento principal","NAC",12,471,28,"2016","null",1738569600000
"FRONTUR",10822,"Número de turistas según país de residencia","NAC",1,407,10,"2015","null",1738569600000
"FRONTUR",13884,"Resultados detallados mensuales","NAC-CCAA",1,407,10,"2015","null",1738569600000
"FRONTUR",23984,"Número de turistas según país de residencia","NAC",12,471,28,"2016","null",1738569600000
"FRONTUR",13864,"Número de turistas según motivo principal del viaje","NAC",1,407,10,"2015","null",1738569600000
"FRONTUR",23985,"Número de turistas según motivo principal del viaje","NAC",12,471,28,"2016","null",1738569600000
"FRONTUR",13865,"Número de turistas según forma de organización del viaje","NAC",1,407,10,"2015","null",1738569600000
"FRONTUR",23986,"Número de turistas según forma de organización del viaje","NAC",12,471,28,"2016","null",1738569600000
"FRONTUR",14290,"Número de visitantes según duración de la estancia","NAC",1,407,10,"2015","null",1738569600000
"FRONTUR",23987,"Número de visitantes según duración de la estancia","NAC",12,471,28,"2016","null",1738569600000
"EGATUR",10839,"Gasto de los turistas internacionales según comunidad autónoma de destino principal","NAC-CCAA",1,408,10,"2015","null",1738569600000
"EGATUR",23992,"Gasto de los turistas internacionales según via de acceso","NAC",12,472,10,"2015","null",1738569600000
"EGATUR",23998,"Gasto de los turistas internacionales según comunidad autónoma de destino principal","NAC-CCAA",12,472,28,"2016","null",1738569600000
"EGATUR",13949,"Número de etapas de los viajes y pernoctaciones según comunidad autónoma","NAC-CCAA",1,408,1,"2016","null",1738569600000
"EGATUR",23993,"Gasto de los turistas internacionales según tipo de alojamiento principal","NAC",12,472,28,"2016","null",1738569600000
"EGATUR",23999,"Número de etapas de los viajes y pernoctaciones según comunidad autónoma","NAC-CCAA",12,472,28,"2016","null",1738569600000
"EGATUR",23994,"Gasto de los turistas internacionales según país de residencia","NAC",12,472,28,"2016","null",1738569600000
"EGATUR",24745,"Gasto de los turistas internacionales según partidas de gasto y comunidad autónoma de destino principal","NAC-CCAA",12,472,28,"2016","null",1738569600000
"EGATUR",10828,"Gasto de los turistas internacionales según via de acceso","NAC",1,408,10,"2015","null",1738569600000
"EGATUR",24746,"Gasto de los turistas internacionales según comunidad autónoma de destino principal y país de residencia","NAC-CCAA",12,472,28,"2016","null",1738569600000
"EGATUR",32373,"Gasto de los turistas internacionales residentes en países de largo radio","NAC",12,472,28,"2016","null",1738569600000
"EGATUR",10836,"Gasto de los turistas internacionales según tipo de alojamiento principal","NAC",1,408,10,"2015","null",1738569600000
"EGATUR",23995,"Gasto de los turistas internacionales según motivo principal del viaje","NAC",12,472,28,"2016","null",1738569600000
"EGATUR",25330,"Gasto de los excursionistas internacionales según comunidad autónoma de destino principal","CCAA",12,472,28,"2016","null",1709539200000
"EGATUR",10838,"Gasto de los turistas internacionales según país de residencia","NAC",1,408,10,"2015","null",1738569600000
"EGATUR",23996,"Gasto de los turistas internacionales según forma de organización del viaje","NAC",12,472,10,"2015","null",1738569600000
"EGATUR",10840,"Gasto de los turistas internacionales según motivo principal del viaje","NAC",1,408,10,"2015","null",1738569600000
"EGATUR",23997,"Gasto de los turistas internacionales según partidas de gasto","NAC",12,472,10,"2015","null",1738569600000
"EGATUR",10841,"Gasto de los turistas internacionales según forma de organización del viaje","NAC",1,408,10,"2015","null",1738569600000
"EGATUR",24743,"Gasto de los turistas internacionales por lugar de pago","NAC",12,472,28,"2016","null",1709539200000
"EGATUR",24744,"Gasto de los turistas internacionales según sexo y edad","NAC",12,472,28,"2016","null",1709539200000
"EGATUR",25328,"Gasto de los excursionistas internacionales según via de acceso","NAC",12,472,28,"2016","null",1709539200000
"EGATUR",25329,"Gasto de los excursionistas internacionales según país de residencia","NAC",12,472,28,"2016","null",1709539200000
"EGATUR",13938,"Gasto de los turistas internacionales según partidas de gasto","NAC",1,408,10,"2015","null",1738569600000
"INEXTEMI",52049,"Número de turistas, pernoctaciones y duración media mensuales por continente y país de destino.","NAC",1,596,7,"2019","null",1738659600000
"INEXTEMI",52767,"EMISOR - Número de viajes, pernoctaciones y duración media mensuales por continente y país de destino, desglosados CCAA,PROV de origen.","NAC-CCAA-PROV",1,596,7,"2019","null",1738659600000
"INEXTEMI",52050,"Número de turistas, pernoctaciones y duración media mensuales por continente y país de destino, desglosados por comunidad autónoma de origen.","NAC-CCAA",1,596,7,"2019","null",1738659600000
"INEXTEMI",52051,"Número de turistas, pernoctaciones y duración media mensuales por continente y país de destino, desglosados por provincia de origen.","NAC-PROV",1,596,7,"2019","null",1738659600000
"INEXTEMI",52052,"EMISOR - Número de turistas mensuales por continente y país de destino, desglosados por municipio de origen.","NAC-MUN",1,596,7,"2019","null",1738659600000
"INEXTINT",52997,"Número de turistas, pernoctaciones y duración media mensuales por CCAA y provincia de destino desagregados por CCAA y provincia de origen","NAC-CCAA-PROV",1,597,7,"2019","null",1738659600000
"INEXTINT",53266,"Número de turistas por CCAA y provincia de destino desagregados por CCAA de origen","NAC-CCAA-PROV",1,597,7,"2019","null",1738659600000
"INEXTINT",53000,"Número de turistas mensuales por CCAA y provincia de destino desagregados por municipio de origen","NAC-CCAA-PROV-MUN",1,597,7,"2019","null",1738659600000
"INEXTINT",53267,"Número de turistas por CCAA y provincia de destino desagregados por PROVINCIA de origen","NAC-CCAA-PROV",1,597,7,"2019","null",1738659600000
"INEXTINT",53001,"Número de turistas mensuales por CCAA y provincia de origen desagregados por municipio de destino","NAC-CCAA-PROV-MUN",1,597,7,"2019","null",1738659600000
"INEXTINT",53463,"Número de turistas mensuales por CCAA y provincia de destino desagregados por municipio de origen","NAC-CCAA-PROV-MUN",1,597,7,"2019","null",1738659600000
"INEXTINT",53464,"Número de turistas mensuales por CCAA de origen desagregados por municipio de destino","NAC-CCAA-MUN",1,597,7,"2019","null",1738659600000
"INEXTINT",53356,"Número de turistas mensuales por CCAA y provincia de destino desagregados por CCAA y provincia de origen","NAC-CCAA-PROV",1,597,7,"2019","null",1738659600000
"INEXTINT",53465,"Número de turistas por provincia de origen desagregados por municipio de destino","NAC-PROV-MUN",1,597,7,"2019","null",1738659600000
"INEXTINT",53002,"Número de turistas por municipio de origen y destino","NAC-MUN",1,597,7,"2019","null",1738659600000
"INEXTINT",53462,"Número de turistas por CCAA y provincia de origen desagregados por municipio de destino","NAC-CCAA-PROV-MUN",1,597,7,"2019","null",1738659600000
"INDPREOH",12157,"Índices de precios hoteleros, índices y tasas de variación interanual por categorías","2008_NAC",1,1,1,"2002","null",1737705600000
