RAW_CITY_DES,ORIGIN_DATA_ID,CITY_DES,CITY_ID,LOAD_TIME
Vilaller,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Vilaller,25245,2024-06-18 13:32:23.893 +0200
Montgai,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montgai,25138,2024-06-18 13:32:23.893 +0200
Sant Joan les Fonts,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Joan les Fonts,17185,2024-06-18 13:32:23.893 +0200
Oliva de Mérida,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Oliva de Mérida,06094,2024-06-18 13:32:23.893 +0200
Higuera la Real,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Higuera la Real,06067,2024-06-18 13:32:23.893 +0200
Espinelves,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Espinelves,17063,2024-06-18 13:32:23.893 +0200
Alfarrŕs,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alfarràs,25013,2024-06-18 13:32:23.893 +0200
Aguilar de Segarra,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Aguilar de Segarra,08002,2024-06-18 13:32:23.893 +0200
Algar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Algar,11003,2024-06-18 13:32:23.893 +0200
Valls d'Aguilar (Les),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Valls d'Aguilar, Les",25906,2024-06-18 13:32:23.893 +0200
Pratdip,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Pratdip,43118,2024-06-18 13:32:23.893 +0200
Pinós,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Pinós,25167,2024-06-18 13:32:23.893 +0200
Carboneras de Guadazaón,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Carboneras de Guadazaón,16055,2024-06-18 13:32:23.893 +0200
Vacarisses,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Vacarisses,08291,2024-06-18 13:32:23.893 +0200
Jerez del Marquesado,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Jérez del Marquesado,18108,2024-06-18 13:32:23.893 +0200
Bello,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Bello,44039,2024-06-18 13:32:23.893 +0200
Albondón,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Albondón,18004,2024-06-18 13:32:23.893 +0200
Bańón,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Bañón,44034,2024-06-18 13:32:23.893 +0200
Bell-lloc d'Urgell,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Bell-lloc d'Urgell,25048,2024-06-18 13:32:23.893 +0200
Marganell,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Marganell,08242,2024-06-18 13:32:23.893 +0200
Villar de Rena,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villar de Rena,06156,2024-06-18 13:32:23.893 +0200
Orce,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Orce,18146,2024-06-18 13:32:23.893 +0200
"Poble Nou de Benitatxell, el/Benitachell",AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Poble Nou de Benitatxell, el/Benitachell",03042,2024-06-18 10:51:35.414 +0200
Pilar de la Horadada,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Pilar de la Horadada,03902,2024-06-18 10:51:35.414 +0200
Molina de Segura,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Molina de Segura,30027,2024-06-18 10:51:35.414 +0200
Reus,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Reus,43123,2024-06-18 10:51:35.414 +0200
San Sebastián de la Gomera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,San Sebastián de la Gomera,38036,2024-06-18 10:51:35.414 +0200
Santa Cruz de Tenerife,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Santa Cruz de Tenerife,38038,2024-06-18 10:51:35.414 +0200
Puçol,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Puçol,46205,2024-06-18 10:51:35.414 +0200
Gata de Gorgos,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Gata de Gorgos,03071,2024-06-18 10:51:35.414 +0200
Villalgordo del Júcar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villalgordo del Júcar,02078,2024-06-18 10:51:35.414 +0200
Callosa de Segura,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Callosa de Segura,03049,2024-06-18 10:51:35.414 +0200
Mont-roig del Camp,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Mont-roig del Camp,43092,2024-06-18 10:51:35.414 +0200
Valencia,AX_FLX_PLACE_BY_CITY_ALL_TODAY,València,VEVLN,2024-06-18 10:51:35.414 +0200
Alcŕsser,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alcàsser,46015,2024-06-18 10:51:35.414 +0200
Biar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Biar,03043,2024-06-18 10:51:35.414 +0200
Alfafar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alfafar,46022,2024-06-18 10:51:35.414 +0200
Torres de Cotillas (Las),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Torres de Cotillas, Las",30038,2024-06-18 10:51:35.414 +0200
Palma,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Palma,MZLMZ,2024-06-18 10:51:35.414 +0200
Artana,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Artana,12016,2024-06-18 10:51:35.414 +0200
Garafía,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Garafía,38016,2024-06-18 10:51:35.414 +0200
Ontur,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Ontur,02056,2024-06-18 10:51:35.414 +0200
Montealegre del Castillo,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montealegre del Castillo,02051,2024-06-18 10:51:35.414 +0200
Silla,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Silla,46230,2024-06-18 10:51:35.414 +0200
Telde,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Telde,35026,2024-06-18 10:51:35.414 +0200
Inca,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Inca,07027,2024-06-18 10:51:35.414 +0200
Benassal,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Benassal,12026,2024-06-18 10:51:35.414 +0200
Canals,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Canals,46081,2024-06-18 10:51:35.414 +0200
Benissa,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Benissa,03041,2024-06-18 10:51:35.414 +0200
Moratalla,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Moratalla,30028,2024-06-18 10:51:35.414 +0200
Vilafranca de Bonany,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Vilafranca de Bonany,07065,2024-06-18 10:51:35.414 +0200
Montuďri,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montuïri,07038,2024-06-18 10:51:35.414 +0200
Calviŕ,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Calvià,07011,2024-06-18 10:51:35.414 +0200
Andorra,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Andorra,44025,2024-06-18 10:51:35.414 +0200
Montbrió del Camp,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montbrió del Camp,43088,2024-06-18 10:51:35.414 +0200
Villafranca del Campo,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villafranca del Campo,44251,2024-06-18 10:51:35.414 +0200
Jerez de la Frontera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Jerez de la Frontera,11020,2024-06-18 10:51:35.414 +0200
Alcolea del Río,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alcolea del Río,41006,2024-06-18 10:51:35.414 +0200
Alcúdia,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alcúdia,07003,2024-06-18 10:51:35.414 +0200
Binissalem,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Binissalem,07008,2024-06-18 10:51:35.414 +0200
Ciutadella de Menorca,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Ciutadella de Menorca,07015,2024-06-18 10:51:35.414 +0200
Andilla,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Andilla,46038,2024-06-18 10:51:35.414 +0200
Villanueva de Algaidas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villanueva de Algaidas,29095,2024-06-18 10:51:35.414 +0200
Puerto Serrano,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Puerto Serrano,11029,2024-06-18 10:51:35.414 +0200
Molares (Los),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Molares, Los",41063,2024-06-18 10:51:35.414 +0200
Cortegana,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cortegana,21025,2024-06-18 10:51:35.414 +0200
Escacena del Campo,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Escacena del Campo,21032,2024-06-18 10:51:35.414 +0200
Figueres,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Figueres,17066,2024-06-18 10:51:35.414 +0200
Paterna de Rivera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Paterna de Rivera,11025,2024-06-18 10:51:35.414 +0200
Valle de Abdalajís,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Valle de Abdalajís,29093,2024-06-18 10:51:35.414 +0200
Huévar del Aljarafe,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Huévar del Aljarafe,41051,2024-06-18 10:51:35.414 +0200
Alcalŕ de Xivert,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alcalà de Xivert,12004,2024-06-18 10:51:35.414 +0200
Huete,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Huete,16112,2024-06-18 10:51:35.414 +0200
Santa Bárbara de Casa,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Santa Bárbara de Casa,21068,2024-06-18 10:51:35.414 +0200
Medellín,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Medellín,COMDE,2024-06-18 10:51:35.414 +0200
Ribera del Fresno,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Ribera del Fresno,06113,2024-06-18 10:51:35.414 +0200
Olesa de Montserrat,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Olesa de Montserrat,08147,2024-06-18 10:51:35.414 +0200
Sisante,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sisante,16198,2024-06-18 10:51:35.414 +0200
Villarrobledo,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villarrobledo,02081,2024-06-18 10:51:35.414 +0200
Oliete,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Oliete,44172,2024-06-18 10:51:35.414 +0200
Garriga (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Garriga, La",08088,2024-06-18 10:51:35.414 +0200
Creixell,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Creixell,43050,2024-06-18 10:51:35.414 +0200
Villanueva de la Jara,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villanueva de la Jara,16251,2024-06-18 10:51:35.414 +0200
Santa Fe,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Santa Fe,USSAF,2024-06-18 10:51:35.414 +0200
Silos (Los),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Silos, Los",38042,2024-06-18 10:51:35.414 +0200
Constantí,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Constantí,43047,2024-06-18 10:51:35.414 +0200
Alcalá de la Selva,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alcalá de la Selva,44012,2024-06-18 10:51:35.414 +0200
Huétor Vega,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Huétor Vega,18101,2024-06-18 10:51:35.414 +0200
Mairena del Alcor,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Mairena del Alcor,41058,2024-06-18 10:51:35.414 +0200
Pobla del Duc (la),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Pobla del Duc, la",46200,2024-06-18 10:51:35.414 +0200
Villaviciosa de Córdoba,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Villaviciosa de Córdoba,14073,2024-06-18 10:51:35.414 +0200
Nerva,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Nerva,21052,2024-06-18 10:51:35.414 +0200
Madrońo (El),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Madroño, El",41057,2024-06-18 10:51:35.414 +0200
Jimena de la Frontera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Jimena de la Frontera,11021,2024-06-18 10:51:35.414 +0200
Paymogo,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Paymogo,21057,2024-06-18 10:51:35.414 +0200
Viladecans,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Viladecans,08301,2024-06-18 10:51:35.414 +0200
Molins de Rei,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Molins de Rei,08123,2024-06-18 10:51:35.414 +0200
Huéscar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Huéscar,18098,2024-06-18 10:51:35.414 +0200
Santanyí,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Santanyí,07057,2024-06-18 10:51:35.414 +0200
Nules,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Nules,12082,2024-06-18 10:51:35.414 +0200
Cantavieja,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cantavieja,44059,2024-06-18 10:51:35.414 +0200
Puertomingalvo,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Puertomingalvo,44193,2024-06-18 10:51:35.414 +0200
Dos Hermanas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Dos Hermanas,41038,2024-06-18 10:51:35.414 +0200
Huelva,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Huelva,21041,2024-06-18 10:51:35.414 +0200
Alcalá de Guadaíra,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alcalá de Guadaíra,41004,2024-06-18 10:51:35.414 +0200
Gibraleón,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Gibraleón,21035,2024-06-18 10:51:35.414 +0200
Usagre,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Usagre,06136,2024-06-18 10:51:35.414 +0200
Torroella de Montgrí,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Torroella de Montgrí,17199,2024-06-18 10:51:35.414 +0200
Benifallet,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Benifallet,43025,2024-06-18 10:51:35.414 +0200
Tossa de Mar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Tossa de Mar,17202,2024-06-18 10:51:35.414 +0200
Trevélez,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Trevélez,18180,2024-06-18 10:51:35.414 +0200
Carcelén,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Carcelén,02020,2024-06-18 10:51:35.414 +0200
Pozohondo,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Pozohondo,02063,2024-06-18 10:51:35.414 +0200
Cuervo (El),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Cuervo, El",44092,2024-06-18 10:51:35.414 +0200
Arboç (L'),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Arboç, L'",43016,2024-06-18 10:51:35.414 +0200
Talayuelas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Talayuelas,16202,2024-06-18 10:51:35.414 +0200
Quintanar del Rey,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Quintanar del Rey,16175,2024-06-18 10:51:35.414 +0200
Herrumblar (El),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Herrumblar, El",16098,2024-06-18 10:51:35.414 +0200
Venta del Moro,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Venta del Moro,46254,2024-06-18 10:51:35.414 +0200
Almonacid del Marquesado,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Almonacid del Marquesado,16018,2024-06-18 10:51:35.414 +0200
Torrox,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Torrox,29091,2024-06-18 10:51:35.414 +0200
Real de la Jara (El),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Real de la Jara, El",41080,2024-06-18 10:51:35.414 +0200
Tiana,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Tiana,08282,2024-06-18 10:51:35.414 +0200
Vilafranca del Penedčs,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Vilafranca del Penedès,08305,2024-06-18 10:51:35.414 +0200
Solivella,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Solivella,43147,2024-06-18 10:51:35.414 +0200
Dúrcal,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Dúrcal,18071,2024-06-18 10:51:35.414 +0200
Maracena,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Maracena,18127,2024-06-18 10:51:35.414 +0200
Zufre,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Zufre,21079,2024-06-18 10:51:35.414 +0200
Sant Sadurní d'Anoia,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Sadurní d'Anoia,08240,2024-06-18 10:51:35.414 +0200
Cortes de Pallás,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cortes de Pallás,46099,2024-06-18 10:51:35.414 +0200
Querol,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Querol,43120,2024-06-18 10:51:35.414 +0200
Igualada,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Igualada,08102,2024-06-18 10:51:35.414 +0200
Realejos (Los),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Realejos, Los",38031,2024-06-18 10:51:35.414 +0200
Fuencaliente de la Palma,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Fuencaliente de la Palma,38014,2024-06-18 10:51:35.414 +0200
Moya,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Moya,35013,2024-06-18 10:51:35.414 +0200
Elx/Elche,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Elx/Elche,03065,2024-06-18 10:51:35.414 +0200
Parcent,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Parcent,03100,2024-06-18 10:51:35.414 +0200
Valle Gran Rey,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Valle Gran Rey,38049,2024-06-18 10:51:35.414 +0200
Agüimes,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Agüimes,35002,2024-06-18 10:51:35.414 +0200
Campello (el),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Campello, el",03050,2024-06-18 10:51:35.414 +0200
Font de la Figuera (la),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Font de la Figuera, la",46128,2024-06-18 10:51:35.414 +0200
Arińo,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Ariño,44029,2024-06-18 10:51:35.414 +0200
Librilla,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Librilla,30023,2024-06-18 10:51:35.414 +0200
Puerto del Rosario,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Puerto del Rosario,35017,2024-06-18 10:51:35.414 +0200
Xixona/Jijona,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Xixona/Jijona,03083,2024-06-18 10:51:35.414 +0200
San Cristóbal de La Laguna,AX_FLX_PLACE_BY_CITY_ALL_TODAY,San Cristóbal de La Laguna,38023,2024-06-18 10:51:35.414 +0200
Monòver/Monóvar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Monòver/Monóvar,03089,2024-06-18 10:51:35.414 +0200
Benaguasil,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Benaguasil,46051,2024-06-18 10:51:35.414 +0200
San Antonio de Benagéber,AX_FLX_PLACE_BY_CITY_ALL_TODAY,San Antonio de Benagéber,46903,2024-06-18 10:51:35.414 +0200
Teresa de Cofrentes,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Teresa de Cofrentes,46239,2024-06-18 10:51:35.414 +0200
Arcos de la Frontera,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Arcos de la Frontera,11006,2024-06-18 10:51:35.414 +0200
Alcúdia (l'),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Alcúdia, l'",46019,2024-06-18 10:51:35.414 +0200
Burjassot,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Burjassot,46078,2024-06-18 10:51:35.414 +0200
Beniparrell,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Beniparrell,46065,2024-06-18 10:51:35.414 +0200
Bellreguard,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Bellreguard,46048,2024-06-18 10:51:35.414 +0200
Alhama de Murcia,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alhama de Murcia,30008,2024-06-18 10:51:35.414 +0200
Barxeta,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Barxeta,46045,2024-06-18 10:51:35.414 +0200
Paterna,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Paterna,46190,2024-06-18 10:51:35.414 +0200
Archena,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Archena,30009,2024-06-18 10:51:35.414 +0200
Novelda,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Novelda,03093,2024-06-18 10:51:35.414 +0200
Benetússer,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Benetússer,46054,2024-06-18 10:51:35.414 +0200
Antella,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Antella,46040,2024-06-18 10:51:35.414 +0200
Minaya,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Minaya,02048,2024-06-18 10:51:35.414 +0200
Sant Lluís,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Lluís,07052,2024-06-18 10:51:35.414 +0200
"Ràpita, La",AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Ràpita, La",43136,2024-06-18 10:51:35.414 +0200
Quart de Poblet,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Quart de Poblet,46102,2024-06-18 10:51:35.414 +0200
San Javier,AX_FLX_PLACE_BY_CITY_ALL_TODAY,San Javier,BOSJV,2024-06-18 10:51:35.414 +0200
Catllar (El),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Catllar, El",43043,2024-06-18 10:51:35.414 +0200
Montanejos,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montanejos,12079,2024-06-18 10:51:35.414 +0200
Sant Boi de Llobregat,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Boi de Llobregat,08200,2024-06-18 10:51:35.414 +0200
Godella,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Godella,46135,2024-06-18 10:51:35.414 +0200
Albal,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Albal,46007,2024-06-18 10:51:35.414 +0200
Sinarcas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sinarcas,46232,2024-06-18 10:51:35.414 +0200
Sant Josep de sa Talaia,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Josep de sa Talaia,07048,2024-06-18 10:51:35.414 +0200
Ferreries,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Ferreries,07023,2024-06-18 10:51:35.414 +0200
Alcanar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Alcanar,43004,2024-06-18 10:51:35.414 +0200
Benalmádena,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Benalmádena,29025,2024-06-18 10:51:35.414 +0200
Sierra de Yeguas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sierra de Yeguas,29088,2024-06-18 10:51:35.414 +0200
Felanitx,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Felanitx,07022,2024-06-18 10:51:35.414 +0200
Ametlla de Mar (L'),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Ametlla de Mar, L'",43013,2024-06-18 10:51:35.414 +0200
Valderrobres,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Valderrobres,44246,2024-06-18 10:51:35.414 +0200
Vallmoll,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Vallmoll,43160,2024-06-18 10:51:35.414 +0200
Barrios (Los),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Barrios, Los",11008,2024-06-18 10:51:35.414 +0200
Montalbán,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montalbán,44155,2024-06-18 10:51:35.414 +0200
Puebla de Cazalla (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Puebla de Cazalla, La",41077,2024-06-18 10:51:35.414 +0200
Bonares,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Bonares,21014,2024-06-18 10:51:35.414 +0200
Fregenal de la Sierra,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Fregenal de la Sierra,06050,2024-06-18 10:51:35.414 +0200
Camprodon,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Camprodon,17039,2024-06-18 10:51:35.414 +0200
Espot,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Espot,25082,2024-06-18 10:51:35.414 +0200
Roda (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Roda, La",02069,2024-06-18 10:51:35.414 +0200
Escorca,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Escorca,07019,2024-06-18 10:51:35.414 +0200
Argelita,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Argelita,12015,2024-06-18 10:51:35.414 +0200
Chilches/Xilxes,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Chilches/Xilxes,12053,2024-06-18 10:51:35.414 +0200
Benaoján,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Benaoján,29028,2024-06-18 10:51:35.414 +0200
Antigua,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Antigua,AGANU,2024-06-18 10:51:35.414 +0200
Premiŕ de Mar,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Premià de Mar,08172,2024-06-18 10:51:35.414 +0200
Sayalonga,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sayalonga,29086,2024-06-18 10:51:35.414 +0200
Albuera (La),AX_FLX_PLACE_BY_CITY_ALL_TODAY,"Albuera, La",06005,2024-06-18 10:51:35.414 +0200
Galaroza,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Galaroza,21034,2024-06-18 10:51:35.414 +0200
Sant Adriŕ de Besňs,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Adrià de Besòs,08194,2024-06-18 10:51:35.414 +0200
Begues,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Begues,08020,2024-06-18 10:51:35.414 +0200
Sant Vicenç de Castellet,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Sant Vicenç de Castellet,08262,2024-06-18 10:51:35.414 +0200
Cardedeu,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Cardedeu,08046,2024-06-18 10:51:35.414 +0200
Tinajas,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Tinajas,16206,2024-06-18 10:51:35.414 +0200
Fuertescusa,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Fuertescusa,16091,2024-06-18 10:51:35.414 +0200
Consell,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Consell,07016,2024-06-18 10:51:35.414 +0200
Montoro,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montoro,14043,2024-06-18 10:51:35.414 +0200
Santa María del Camí,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Santa María del Camí,07056,2024-06-18 10:51:35.414 +0200
Albalate del Arzobispo,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Albalate del Arzobispo,44008,2024-06-18 10:51:35.414 +0200
Teguise,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Teguise,35024,2024-06-18 10:51:35.414 +0200
Montroi/Montroy,AX_FLX_PLACE_BY_CITY_ALL_TODAY,Montroi/Montroy,46176,2024-06-18 10:51:35.414 +0200
