CITYCODE,ID,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,LATITUDE_NUM,LONGITUDE_NUM,LANGUAGE_KEY,LOAD_TIME
LLC,4375,Lal-lo,PH,,Filipinas,PHL,SEAS,,Sudeste Asiático,AS,Asia,1,18.2000513,121.661997,1,
LLD,4376,Loudi,CN,CNHUN,China,CHN,NEAS,Hunan,Noreste Asiático,AS,Asia,1,27.6995215,111.9890658,1,
LLE,4377,Malelane,ZA,,Sudáfrica,ZAF,SAFR,,África subsahariana,AF,África,1,-25.494387,31.509445,1,
LLF,4378,Yongzhou,CN,CNHUN,China,CHN,NEAS,Hunan,Noreste Asiático,AS,Asia,1,26.423568,111.6081495,1,
LLG,4379,Chillagoe,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceanía,OC,Oceanía,1,-17.1032055,144.6691074,1,
LLH,4380,Las Limas,HN,,Honduras,HND,CAME,,Centroamérica,AM,América,1,13.7980778,-86.6154576,1,
LLI,4381,Lalibela,ET,,Etiopía,ETH,SAFR,,África subsahariana,AF,África,1,12.0360639,39.0456845,1,
LLJ,4382,Lubuk Linggau,ID,,Indonesia,IDN,SEAS,,Sudeste Asiático,AS,Asia,1,-3.2915329,102.8586191,1,
LLK,4383,Lankaran,AZ,,Azerbaiyán,AZE,EEUR,,Europa central y oriental,EU,Europa,1,38.7618973,48.8437784,1,
LLL,4384,Lissadell,AU,AUWEA,Australia,AUS,OCEA,Australia Occidental,Oceanía,OC,Oceanía,1,-16.79991,128.44957,1,
LLM,4385,Lomlom,SB,,Islas Salomón,SLB,OCEA,,Oceanía,OC,Oceanía,1,-10.27837615,166.3340255,1,
LLN,4386,Kelila,ID,,Indonesia,IDN,SEAS,,Sudeste Asiático,AS,Asia,1,-3.7319461,138.7094841,1,
LLO,4387,Palopo,ID,,Indonesia,IDN,SEAS,,Sudeste Asiático,AS,Asia,1,-2.9996306,120.1920679,1,
LLP,4388,Linda Downs,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceanía,OC,Oceanía,1,-22.4609,138.85995,1,
LLQ,4389,Lu An,CN,CNANH,China,CHN,NEAS,Anhui,Noreste Asiático,AS,Asia,1,31.7383487,116.5142252,1,
LLS,4390,Las Lomitas,AR,AR_FO,Argentina,ARG,SAME,Formosa,Sudamérica,AM,América,1,-36.2451095,-61.1313378,1,
LLU,4391,Alluitsup Paa,GL,,Groenlandia,GRL,NEUR,,Europa del Norte,EU,Europa,1,60.4632667,-45.56926,1,
LLV,4392,Luliang,CN,CNNXI,China,CHN,NEAS,Shanxi,Noreste Asiático,AS,Asia,1,25.0314329,103.6622775,1,
LLW,4393,Lilongwe,MW,,Malawi,MWI,SAFR,,África subsahariana,AF,África,1,-13.9875107,33.768144,1,
LLX,4394,Lyndonville,US,US_VT,EE.UU.,USA,NAME,Vermont,Norteamérica,AM,América,1,44.5346,-72.00545,1,
LLY,4395,Mount Holly,US,US_NJ,EE.UU.,USA,NAME,Nueva Jersey,América del Norte,AM,América,1,39.99283,-74.78912,1,
LMA,4396,Lago Minchumina,US,US_AK,EE.UU.,USA,NAME,Alaska,América del Norte,AM,América,1,63.88263,-152.31221,1,
LMB,4397,Salima,MW,,Malawi,MWI,SAFR,,África subsahariana,AF,África,1,-13.9862935,34.4908798,1,
LMC,4398,Lamacarena,CO,,Colombia,COL,SAME,,Sudamérica,AM,América,1,2.18237,-73.78482,1,
LMD,4399,Los Menucos,AR,AR_RN,Argentina,ARG,SAME,Río Negro,Sudamérica,AM,América,1,-47.219851,-67.4796413,1,
LME,4400,Le Mans,FR,FRPAY,Francia,FRA,WEUR,Países del Loira,Europa Occidental,EU,Europa,1,48.0073849,0.1967849,1,
LMG,4401,Lamassa,PG,,Papua Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-4.6746806,152.7468538,1,
LMH,4402,Limón,HN,,Honduras,HND,CAME,,Centroamérica,AM,América,1,15.8627471,-85.5019024,1,
LMI,4403,Lumi,PG,,Papua Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-3.477429,142.0398704,1,
SNN,4404,Shannon,IE,,Irlanda,IRL,NEUR,,Europa del Norte,EU,Europa,1,53.1349614,-8.1611027,1,
LML,4405,Lae,MH,,Islas Marshall,MHL,OCEA,,Oceanía,OC,Oceanía,1,8.9227087,166.2638754,1,
LMM,4406,Los Mochis,MX,,México,MEX,NAME,,Norteamérica,AM,América,1,25.7928058,-108.990188,1,
LMN,4407,Limbang,MY,,Malasia,MYS,SEAS,,Sudeste Asiático,AS,Asia,1,4.7534355,115.0093036,1,
LMO,4408,Lossiemouth,GB,GBSCO,Reino Unido,GBR,NEUR,Escocia,Europa del Norte,EU,Europa,1,57.7220766,-3.2814625,1,
LMP,4409,Lampedusa,IT,,Italia,ITA,SEUR,,Europa del Sur,EU,Europa,1,35.51113415,12.59629136,1,
LMQ,4410,Marsa el Brega,LY,,Libia,LBY,MIDE,,Oriente Medio,AS,Asia,1,30.407313,19.578771,1,
LMR,4411,Lima Acres,ZA,,Sudáfrica,ZAF,SAFR,,África subsahariana,AF,África,1,28.55967,77.1876,1,
LMS,4412,Louisville,US,US_MS,EE.UU.,USA,NAME,Mississippi,Norteamérica,AM,América,1,33.12406,-89.05539,1,
LMT,4413,Klamath Falls,US,US_OR,EE.UU.,USA,NAME,Oregón,Norteamérica,AM,América,1,42.22388,-121.78206,1,
LMU,4414,Isla Jemaja,ID,,Indonesia,IDN,SEAS,,Sudeste Asiático,AS,Asia,1,2.93332,105.71761,1,
LMV,4415,Madivaru,MV,,Maldivas,MDV,SASI,,Sur de Asia,AS,Asia,1,4.5004817,73.36845179,1,
LMX,4416,López De Micay,CO,,Colombia,COL,SAME,,Sudamérica,AM,América,1,2.847624,-77.247802,1,
LMY,4417,Lago Murray,PG,,Papua Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-7.0050745,141.489315,1,
LMZ,4418,Palma,MZ,,Mozambique,MOZ,SAFR,,África subsahariana,AF,África,1,-10.7758093,40.4673261,1,
PBI,4419,West Palm Beach,US,US_FL,EE.UU.,USA,NAME,Florida,Norteamérica,AM,América,1,37.1132182,-94.69640297,1,
LNB,4420,Bahía de Lamen,VU,,Vanuatu,VUT,OCEA,,Oceanía,OC,Oceanía,1,-16.5922451,168.1677359,1,
LNC,4421,Lengbati,PG,,Papua Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-6.3812024,147.36693,1,
LND,4422,Lander,US,US_WY,EE.UU.,USA,NAME,Wyoming,Norteamérica,AM,América,1,38.3386591,-87.3450132,1,
LNE,4423,Lonorore,VU,,Vanuatu,VUT,OCEA,,Oceanía,OC,Oceanía,1,-15.861029,168.1713837,1,
LNF,4424,Munbil,PG,,Papúa Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-5.6816068,144.2489014,1,
LNG,4425,Lese,PG,,Papua Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-8.27833535,146.2791179,1,
LNH,4426,Lago Nash,AU,AUNOT,Australia,AUS,OCEA,Territorio del Norte,Oceanía,OC,Oceanía,1,-20.964222,137.9185886,1,
LNI,4427,Solitario,US,US_AK,EE.UU.,USA,NAME,Alaska,Norteamérica,AM,América,1,60.41375,-151.21417,1,
LNJ,4428,Lincang,CN,CNYUN,China,CHN,NEAS,Yunnan,Noreste Asiático,AS,Asia,1,23.88848,100.0879344,1,
LNK,4429,Lincoln,US,US_NE,EE.UU.,USA,NAME,Nebraska,Norteamérica,AM,América,1,40.81362,-96.7073,1,
LNL,4430,Longan,CN,CNGAN,China,CHN,NEAS,Gansu,Noreste Asiático,AS,Asia,1,23.1695545,107.691556,1,
LNM,4431,Langimar,PG,,Papua Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-7.2244301,146.2152184,1,
LNN,4432,Willoughby,US,US_OH,EE.UU.,USA,NAME,Ohio,Norteamérica,AM,América,1,41.63957,-81.40685,1,
LNO,4433,Leonora,AU,AUWEA,Australia,AUS,OCEA,Australia Occidental,Oceanía,OC,Oceanía,1,-28.416227,121.002993,1,
LNP,4434,Wise,US,US_VA,EE.UU.,USA,NAME,Virginia,Norteamérica,AM,América,1,36.97613,-82.57648,1,
LNQ,4435,Loani,PG,,Papua Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-5.6816068,144.2489014,1,
LNR,4436,Lone Rock,US,US_WI,EE.UU.,USA,NAME,Wisconsin,Norteamérica,AM,América,1,43.18389,-90.19812,1,
LNS,4437,Lancaster,US,US_PA,EE.UU.,USA,NAME,Pensilvania,Norteamérica,AM,América,1,40.03832,-76.30134,1,
LNU,4438,Malinau,ID,,Indonesia,IDN,SEAS,,Sudeste Asiático,AS,Asia,1,-2.8600732,115.4150282,1,
LNV,4439,Isla Lihir,PG,,Papua Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-3.1290268,152.6026278,1,
LNX,4440,Smolensk,RU,,Rusia,RUS,EEUR,,Europa central/del este,EU,Europa,1,54.77897005,32.04718122,1,
LNY,4441,Lanai,US,US_HI,EE.UU.,USA,NAME,Hawái,Norteamérica,AM,América,1,20.82794,-156.91952,1,
LNZ,4442,Linz,AT,,Austria,AUT,WEUR,,Europa Occidental,EU,Europa,1,48.3059078,14.286198,1,
LOA,4443,Lorena,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceanía,OC,Oceanía,1,-19.0065376,139.8950518,1,
LOB,4444,Los Andes,CL,,Chile,CHL,SAME,,Sudamérica,AM,América,1,-32.8336867,-70.5981609,1,
LOC,4445,Bloquear,AU,AUSOA,Australia,AUS,OCEA,Australia Meridional,Oceanía,OC,Oceanía,1,-33.5672965,135.7555025,1,
LOD,4446,Longana,VU,,Vanuatu,VUT,OCEA,,Oceanía,OC,Oceanía,1,-15.29677,167.981987,1,
LOE,4447,Loei,TH,,Tailandia,THA,SEAS,,Sudeste Asiático,AS,Asia,1,17.490375,101.7286456,1,
LOF,4448,Loen,MH,,Islas Marshall,MHL,OCEA,,Oceanía,OC,Oceanía,1,6.0840139,171.7322083,1,
LOH,4449,Loja,EC,,Ecuador,ECU,SAME,,Sudamérica,AM,América,1,-3.996845,-79.2016661,1,
LOI,4450,Lontras,BR,BR_SC,Brasil,BRA,SAME,Santa Catarina,Sudamérica,AM,América,1,-27.1679891,-49.5424602,1,
LOK,4451,Lodwar,KE,,Kenia,KEN,SAFR,,África subsahariana,AF,África,1,3.1165858,35.6022943,1,
LOL,4452,Lovelock,US,US_NV,EE.UU.,USA,NAME,Nevada,Norteamérica,AM,América,1,38.4896356,-98.6246552,1,
LOM,4453,Lagos De Moreno,MX,,México,MEX,NAME,,Norteamérica,AM,América,1,21.3567286,-101.935294,1,
LOO,4454,Laghouat,DZ,,Argelia,DZA,NAFR,,África del Norte,AF,África,1,33.8063518,2.8808616,1,
LOP,4455,Praya,ID,,Indonesia,IDN,SEAS,,Sudeste Asiático,AS,Asia,1,-8.7157359,116.2706282,1,
LOQ,4456,Lobatse,BW,,Botswana,BWA,SAFR,,África subsahariana,AF,África,1,-25.2100604,25.6819594,1,
LOS,4457,Lagos,NG,,Nigeria,NGA,SAFR,,África subsahariana,AF,África,1,6.4550575,3.3941795,1,
LOT,4458,Romeoville,US,US_IL,EE.UU.,USA,NAME,Illinois,Norteamérica,AM,América,1,36.6009149,-84.0877065,1,
SDF,4459,Louisville,US,US_KY,EE.UU.,USA,NAME,Kentucky,Norteamérica,AM,América,1,38.25489,-85.76666,1,
LOV,4460,Monclova,MX,,México,MEX,NAME,,Norteamérica,AM,América,1,26.8999988,-101.4171173,1,
LOW,4461,Louisa,US,US_VA,EE.UU.,USA,NAME,Virginia,América del Norte,AM,América,1,39.0417083,-118.9512134,1,
LOX,4462,Los Tablones,GT,,Guatemala,GTM,CAME,,Centroamérica,AM,América,1,14.77149,-91.21637,1,
LOY,4463,Loyangalani,KE,,Kenia,KEN,SAFR,,África subsahariana,AF,África,1,-1.2799,36.76123,1,
LOZ,4464,Londres,US,US_KY,EE.UU.,USA,NAME,Kentucky,Norteamérica,AM,América,1,37.12723,-84.08383,1,
LPA,4465,Las Palmas,ES,ESCAN,España,ESP,SEUR,Islas Canarias,Europa del Sur,EU,Europa,1,28.1248264,-15.4300213,1,
LPB,4466,La Paz,BO,,Bolivia,BOL,SAME,,Sudamérica,AM,América,1,-16.4955455,-68.1336229,1,
LPC,4467,Lompoc,US,US_CA,EE.UU.,USA,NAME,California,América del Norte,AM,América,1,34.09908645,-117.8293738,1,
LPD,4468,La Pedrera,CO,,Colombia,COL,SAME,,Sudamérica,AM,América,1,-1.19509655,-70.08877733,1,
LPE,4469,La Primavera,CO,,Colombia,COL,SAME,,Sudamérica,AM,América,1,5.4904575,-70.4097672,1,
LPF,4470,Yuezhao,CN,CNGUI,China,CHN,NEAS,Guizhou,Noreste Asiático,AS,Asia,1,33.1421459,105.15594,1,
LPG,4471,La Plata,AR,AR_BA,Argentina,ARG,SAME,Buenos Aires,Sudamérica,AM,América,1,-34.9206797,-57.9537638,1,
LPI,4472,Linkoping,SE,,Suecia,SWE,NEUR,,Europa del Norte,EU,Europa,1,58.4098135,15.6245252,1,
LPJ,4473,Pijiguaos,VE,,Venezuela,VEN,SAME,,Sudamérica,AM,América,1,6.5728855,-66.7972229,1,
LPK,4474,Lipetsk,RU,,Rusia,RUS,EEUR,,Europa central/oriental,EU,Europa,1,52.6041877,39.5936899,1,
LPL,4475,Liverpool,GB,GBENG,Reino Unido,GBR,NEUR,Inglaterra,Europa del Norte,EU,Europa,1,53.4071991,-2.99168,1,
LPM,4476,Lamap,VU,,Vanuatu,VUT,OCEA,,Oceanía,OC,Oceanía,1,-16.4210701,167.8076172,1,
LPN,4477,Llanuras de Leron,PG,,Papua Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-6.3906165,146.3410038,1,
LPO,4478,Laporte,US,US_IN,EE.UU.,USA,NAME,Indiana,Norteamérica,AM,América,1,48.60916345,-117.5493288,1,
LPP,4479,Lappeenranta,FI,,Finlandia,FIN,NEUR,,Europa del Norte,EU,Europa,1,61.0583713,28.1862742,1,
LPQ,4480,Luang Prabang,LA,,Laos,LAO,SEAS,,Sudeste Asiático,AS,Asia,1,19.892664,19.892664,1,
LPS,4481,Isla López,US,US_WA,EE.UU.,USA,NAME,Washington,Norteamérica,AM,América,1,48.52342,-122.91395,1,
LPT,4482,Lampang,TH,,Tailandia,THA,SEAS,,Sudeste Asiático,AS,Asia,1,18.2899489,99.4958526,1,
LPU,4483,Long Apung,ID,,Indonesia,IDN,SEAS,,Sudeste Asiático,AS,Asia,1,-8.07312,111.9031,1,
LPX,4484,Liepaya,LV,,Letonia,LVA,EEUR,,Europa central/oriental,EU,Europa,1,56.5048435,21.0070903,1,
LPY,4485,Le Puy,FR,FRAUR,Francia,FRA,WEUR,Auvernia y Ródano-Alpes,Europa Occidental,EU,Europa,1,44.6619444,0.0738889,1,
LQK,4486,Pickens,US,US_SC,EE.UU.,USA,NAME,Carolina del Sur,América del Norte,AM,América,1,34.8156676,-82.6983976,1,
LQM,4487,Puerto Leguizamo,CO,,Colombia,COL,SAME,,América del Sur,AM,América,1,-0.1949861,-74.7806975,1,
LQN,4488,Qala i Naw,AF,,Afganistán,AFG,SASI,,Asia del Sur,AS,Asia,1,34.9883794,63.1337263,1,
LQS,4489,Lingshui,CN,CNHAN,China,CHN,NEAS,Hainan,Noreste Asiático,AS,Asia,1,18.5071047,110.0331289,1,
LRA,4490,Larisa,GR,,Grecia,GRC,SEUR,,Sur de Europa,EU,Europa,1,39.6383092,22.4160706,1,
LRB,4491,Leribe,LS,,Lesotho,LSO,SAFR,,África subsahariana,AF,África,1,-28.866891,28.0579408,1,
LRD,4492,Laredo,US,US_TX,EE.UU.,USA,NAME,Texas,Norteamérica,AM,América,1,27.53092,-99.50231,1,
LRE,4493,Longreach,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceanía,OC,Oceanía,1,-23.4378387,144.2586898,1,
LRF,4494,Jacksonville,US,US_AR,EE.UU.,USA,NAME,Arkansas,Norteamérica,AM,América,1,34.86707,-92.113,1,
LRG,4495,Lora Lai,PK,,Pakistán,PAK,SASI,,Asia del Sur,AS,Asia,1,30.3622,68.59538,1,
LRH,4496,La Rochelle,FR,FRAQU,Francia,FRA,WEUR,Nueva Aquitania,Europa Occidental,EU,Europa,1,46.1591126,-1.1520434,1,
LRI,4497,Lorica,CO,,Colombia,COL,SAME,,Sudamérica,AM,América,1,9.2394583,-75.8139786,1,
LRJ,4498,Lemars,US,US_IA,EE.UU.,USA,NAME,Iowa,Norteamérica,AM,América,1,42.79306,-96.16808,1,
LRL,4499,Niamtougou,TG,,Togo,TGO,SAFR,,África subsahariana,AF,África,1,9.766278,1.108409,1,
LRM,4500,La Romana,DO,,República Dominicana,DOM,CRBN,,Caribe,AM,América,1,18.4272786,-68.9734597,1,
LRQ,4501,Río Laurie,CA,CA_MB,Canadá,CAN,NAME,Manitoba,Norteamérica,AM,América,1,56.5102398,-101.2959104,1,
LRR,4502,Lar,IR,,Irán,IRN,SASI,,Asia del Sur,AS,Asia,1,27.6619203,54.3229561,1,
LRS,4503,Leros,GR,,Grecia,GRC,SEUR,,Sur de Europa,EU,Europa,1,37.00792885,26.46759111,1,
LRT,4504,Lorient,FR,FRBRI,Francia,FRA,WEUR,Bretaña,Europa Occidental,EU,Europa,1,47.7477336,-3.3660907,1,
LRU,4505,Las Cruces,US,US_NM,EE.UU.,USA,NAME,Nuevo México,América del Norte,AM,América,1,32.30691,-106.77785,1,
LRV,4506,Los Roques,VE,,Venezuela,VEN,SAME,,Sudamérica,AM,América,1,11.8382889,-66.6391165,1,
LSA,4507,Losuia,PG,,Papua Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-8.5454272,151.0635888,1,
LSB,4508,Lordsburg,US,US_NM,EE.UU.,USA,NAME,Nuevo México,América del Norte,AM,América,1,35.47213205,-97.54096831,1,
LSC,4509,La Serena,CL,,Chile,CHL,SAME,,Sudamérica,AM,América,1,-29.902631,-71.2520253,1,
LSE,4510,La Crosse,US,US_WI,EE.UU.,USA,NAME,Wisconsin,Norteamérica,AM,América,1,41.8855908,-87.62013275,1,
LSH,4511,Lashio,MM,,Myanmar,MMR,SEAS,,Sudeste Asiático,AS,Asia,1,22.933333,97.75,1,
SDZ,4512,Islas Shetland,GB,GBSCO,Reino Unido,GBR,NEUR,Escocia,Europa del Norte,EU,Europa,1,60.19049,-1.418,1,
LSJ,4513,Long Island,PG,,Papúa Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-5.3231377,147.0998541,1,
LSK,4514,Lusk,US,US_WY,EE.UU.,USA,NAME,Wyoming,Norteamérica,AM,América,1,42.76247,-104.45215,1,
LSL,4515,Los Chiles,CR,,Costa Rica,CRI,CAME,,Centroamérica,AM,América,1,11.0327607,-84.7156257,1,
LSM,4516,Long Semado,MY,,Malasia,MYS,SEAS,,Sudeste Asiático,AS,Asia,1,3.14789,101.69405,1,
LSN,4517,Los Baños,US,US_CA,EE.UU.,USA,NAME,California,Norteamérica,AM,América,1,37.06138,-120.84758,1,
LSO,4518,Les Sables D'Olonne,FR,FRPAY,Francia,FRA,WEUR,Pays de la Loire,Europa Occidental,EU,Europa,1,46.5001552,-1.792566325,1,
LSP,4519,Las Piedras,VE,,Venezuela,VEN,SAME,,Suramérica,AM,América,1,9.6538397,-63.4201456,1,
LSQ,4520,Los Ángeles,CL,,Chile,CHL,SAME,,Sudamérica,AM,América,1,-37.4707455,-72.351686,1,
LSR,4521,Lost River,US,US_AK,EE.UU.,USA,NAME,Alaska,Norteamérica,AM,América,1,59.50723,-139.68263,1,
LSS,4522,Terre-de-Haut,GP,,Guadalupe,GLP,CRBN,,Caribe,AM,América,1,15.86785,-61.58246,1,
LST,4523,Launceston,AU,AUTAS,Australia,AUS,OCEA,Tasmania,Oceanía,OC,Oceanía,1,-41.4340813,147.1373496,1,
LSU,4524,Long Sukang,MY,,Malasia,MYS,SEAS,,Sudeste Asiático,AS,Asia,1,30.41512105,-91.18206115,1,
LSW,4525,Lhoksumawe,ID,,Indonesia,IDN,SEAS,,Sudeste Asiático,AS,Asia,1,5.17705,97.14979,1,
LSX,4526,Lhok Sukon,ID,,Indonesia,IDN,SEAS,,Sudeste Asiático,AS,Asia,1,5.04583,97.33057,1,
LSY,4527,Lismore,AU,AUNSW,Australia,AUS,OCEA,Nueva Gales del Sur,Oceanía,OC,Oceanía,1,-28.7936072,153.2671259,1,
LSZ,4528,Malí Losinj,HR,,Croacia,HRV,SEUR,,Europa del Sur,EU,Europa,1,44.5316056,14.4694111,1,
LTA,4529,Tzaneen,ZA,,Sudáfrica,ZAF,SAFR,,África subsahariana,AF,África,1,-23.8319444,30.1611111,1,
LTB,4530,Latrobe,AU,AUTAS,Australia,AUS,OCEA,Tasmania,Oceanía,OC,Oceanía,1,-41.2333395,146.5417751,1,
LTC,4531,Lai,TD,,Chad,TCD,SAFR,,África subsahariana,AF,África,1,9.3956566,16.3018822,1,
LTD,4532,Ghadames,LY,,Libia,LBY,MIDE,,Oriente Medio,AS,Asia,1,30.1258404,9.4900658,1,
LTF,4533,Leitre,PG,,Papúa Nueva Guinea,PNG,OCEA,,Oceanía,OC,Oceanía,1,-5.6816068,144.2489014,1,
LTG,4534,Langtang,NP,,Nepal,NPL,SASI,,Sur de Asia,AS,Asia,1,28.2157564,85.5089756,1,
LTI,4535,Altái,MN,,Mongolia,MNG,NEAS,,Noreste Asiático,AS,Asia,1,48.3035739,89.5145424,1,
LTK,4536,Latakia,SY,,Siria,SYR,MIDE,,Oriente Medio,AS,Asia,1,35.5200185,35.7781044,1,
LTL,4537,Lastourville,GA,,Gabón,GAB,SAFR,,África subsahariana,AF,África,1,-0.81416,12.72984,1,
LTM,4538,Lethem,GY,,Guyana,GUY,SAME,,Sudamérica,AM,América,1,3.3749987,-59.7958674,1,
LTO,4539,Loreto,MX,,México,MEX,NAME,,Norteamérica,AM,América,1,26.0097913,-111.3452523,1,
LTP,4540,Lyndhurst,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceanía,OC,Oceanía,1,-30.315,152.0511111,1,
LTQ,4541,Le Touquet,FR,FRUPP,Francia,FRA,WEUR,Altos de Francia,Europa Occidental,EU,Europa,1,50.7245323,3.1872832,1,
LTR,4542,Letterkenny,IE,,Irlanda,IRL,NEUR,,Europa del Norte,EU,Europa,1,54.9517933,-7.7354381,1,
LTT,4543,Saint Tropez,FR,FRPRO,Francia,FRA,WEUR,Provenza Alpes Costa Azul,Europa Occidental,EU,Europa,1,43.2727191,6.6405225,1,
LTU,4544,Chincholiraowadi,IN,INMAH,India,IND,SASI,Maharashtra,Asia del Sur,AS,Asia,1,18.3571559,76.4646247,1,
LTV,4545,Lotusvale,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceanía,OC,Oceanía,1,-26.40214,153.10547,1,
LTW,4546,Leonardtown,US,US_MD,EE.UU.,USA,NAME,Maryland,América del Norte,AM,América,1,37.4443293,-122.1598465,1,
LTX,4547,Latacunga,EC,,Ecuador,ECU,SAME,,Sudamérica,AM,América,1,-0.9340311,-78.6145758,1,
SUF,4548,Lamezia-Terme,IT,,Italia,ITA,SEUR,,Europa del Sur,EU,Europa,1,38.9645069,16.3021451,1,
LUA,4549,Lukla,NP,,Nepal,NPL,SASI,,Asia del Sur,AS,Asia,1,27.6889719,86.7306718,1,
LUB,4550,Lumid Pau,GY,,Guyana,GUY,SAME,,América del Sur,AM,América,1,2.4057624,-59.4558108,1,
LUC,4551,Isla Laucala,FJ,,Fiji,FJI,OCEA,,Oceanía,OC,Oceanía,1,-16.76227925,-179.6839772,1,
LUD,4552,Luderitz,NA,,Namibia,NAM,SAFR,,África subsahariana,AF,África,1,-26.6500086,15.157266,1,
LUE,4553,Lucenec,SK,,Eslovaquia,SVK,EEUR,,Europa central/oriental,EU,Europa,1,48.3303886,19.6634149,1,
LUG,4554,Lugano,CH,,Suiza,CHE,WEUR,,Europa Occidental,EU,Europa,1,46.0050102,8.9520281,1,
LUH,4555,Ludhiana,IN,INPUN,India,IND,SASI,Punjab,Asia del Sur,AS,Asia,1,30.9090157,75.851601,1,
LUI,4556,La Unión,HN,,Honduras,HND,CAME,,Centroamérica,AM,América,1,15.0209565,-86.710294,1,
LUL,4557,Laurel,US,US_MS,EE.UU.,USA,NAME,Mississippi,Norteamérica,AM,América,1,31.69682,-89.13518,1,
LUM,4558,Mangshi,CN,CNYUN,China,CHN,NEAS,Yunnan,Noreste Asiático,AS,Asia,1,24.4369028,98.5886667,1,
LUN,4559,Lusaka,ZM,,Zambia,ZMB,SAFR,,África subsahariana,AF,África,1,-15.4163395,28.2818414,1,
LUO,4560,Luena,AO,,Angola,AGO,SAFR,,África subsahariana,AF,África,1,-11.7790355,19.9122676,1,
LUP,4561,Kalaupapa,US,US_HI,EE.UU.,USA,NAME,Hawái,Norteamérica,AM,América,1,21.18909,-156.98306,1,
LUQ,4562,San Luis,AR,AR_SL,Argentina,ARG,SAME,San Luis,Sudamérica,AM,América,1,-33.3020658,-66.3369484,1,
LUR,4563,Cabo Lisburne,US,US_AK,EE.UU.,USA,NAME,Alaska,América del Norte,AM,América,1,61.19112,-149.75137,1,
LUS,4564,Lusanga,CD,,Congo,COD,SAFR,,África subsahariana,AF,África,1,-6.10756,-4.8364406,1,
LUT,4565,Estación Laura,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceanía,OC,Oceanía,1,-15.55933,144.44534,1,
LUU,4566,Laura,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceanía,OC,Oceanía,1,-15.4492665,144.0752465,1,
LUV,4567,Langgur,ID,,Indonesia,IDN,SEAS,,Sudeste Asiático,AS,Asia,1,-5.664224,132.7337356,1,
LUW,4568,Luwuk,ID,,Indonesia,IDN,SEAS,,Sudeste Asiático,AS,Asia,1,-0.9528231,122.7880198,1,
LUX,4569,Luxemburgo,LU,,Luxemburgo,LUX,WEUR,,Europa Occidental,EU,Europa,1,49.6112768,6.129799,1,
LUY,4570,Lugo,ES,ESGAL,España,ESP,SEUR,Galicia,Europa del Sur,EU,Europa,1,43.0120964,-7.555831,1,
LUZ,4571,Lublin,PL,,Polonia,POL,EEUR,,Europa central/del este,EU,Europa,1,51.2181945,22.55467756,1,
LVB,4572,Livramento,BR,BR_RS,Brasil,BRA,SAME,Rio Grande do Sul,Sudamérica,AM,América,1,-13.6505468,-41.8412103,1,
LVD,4573,Lime Village,US,US_AK,EE.UU.,USA,NAME,Alaska,Norteamérica,AM,América,1,61.35559,-155.43676,1,
LVI,4574,Livingstone,ZM,,Zambia,ZMB,SAFR,,África subsahariana,AF,África,1,-17.853135,25.861429,1,
LVK,4575,Livermore,US,US_CA,EE.UU.,USA,NAME,California,América del Norte,AM,América,1,37.6757,-121.75856,1,
LVL,4576,Lawrenceville,US,US_VA,EE.UU.,USA,NAME,Virginia,Norteamérica,AM,América,1,36.76167,-77.84504,1,
LVM,4577,Livingston,US,US_MT,EE.UU.,USA,NAME,Montana,Norteamérica,AM,América,1,45.66211,-110.56172,1,
LVO,4578,Laverton,AU,AUWEA,Australia,AUS,OCEA,Australia Occidental,Oceanía,OC,Oceanía,1,-27.93965025,125.4448928,1,
LVP,4579,Lavan,IR,,Irán,IRN,SASI,,Asia del Sur,AS,Asia,1,26.8184202,53.27148284,1,
