CITYCODE,ID,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,LATITUDE_NUM,LONGITUDE_NUM,LOAD_TIME
SHU,7220,Smith Point,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-37.5533832,147.3478314,
SHW,7221,Sharurah,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,17.491225,47.1126055,
SHX,7222,Shageluk,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,62.65522,-159.52996,
SHY,7223,Shinyanga,TZ,,Tanzania,TZA,SAFR,,Subsaharan Africa,AF,Africa,1,-3.6562049,33.4271153,
SHZ,7224,Seshutes,LS,,Lesotho,LSO,SAFR,,Subsaharan Africa,AF,Africa,1,-29.6039276,28.3350201,
SIA,7225,Xian,CN,CNSHA,China,CHN,NEAS,Shaanxi,North East Asia,AS,Asia,1,38.1904931,116.1191021,
SIB,7226,Sibiti,CG,,Congo,COG,SAFR,,Subsaharan Africa,AF,Africa,1,-3.6850291,13.3510357,
SIC,7227,San Jose Island,PA,,Panama,PAN,CAME,,Central America,AM,America,1,37.23995,-121.7967,
SID,7228,Sal,CV,,Cape Verde,CPV,SAFR,,Subsaharan Africa,AF,Africa,1,16.72045565,-22.93867613,
SIE,7229,Sines,PT,,Portugal,PRT,SEUR,,Southern Europe,EU,Europe,1,37.956549,-8.8689639,
SIF,7230,Simara,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,27.1604122,84.9765794,
SJU,7231,San Juan,PR,,Puerto Rico,PRI,CRBN,,Caribbean,AM,America,1,18.44382,-66.07056,
SIH,7232,Silgarhi Doti,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,29.25924,80.94039,
SII,7233,Sidi Ifni,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,29.3791253,-10.1715632,
SIJ,7234,Siglufjordur,IS,,Iceland,ISL,NEUR,,Northern Europe,EU,Europe,1,66.1504928,-18.9096279,
SIK,7235,Sikeston,US,US_MO,U.S.A.,USA,NAME,Missouri,North America,AM,America,1,35.14726,-107.851446,
SIL,7236,Sila,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.2377121,145.7912127,
SIM,7237,Simbai,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.2737428,144.5438307,
SIO,7238,Smithton,AU,AUTAS,Australia,AUS,OCEA,Tasmania,Oceania,OC,Oceania,1,-40.8415455,145.1282245,
SIP,7239,Simferopol,UA,,Ukraine,UKR,EEUR,,Central/Eastern Europe,EU,Europe,1,44.9521459,34.1024858,
SIQ,7240,Singkep,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-0.4921824,104.5653221,
SIR,7241,Sion,CH,,Switzerland,CHE,WEUR,,Western Europe,EU,Europe,1,46.2311749,7.3588795,
SIS,7242,Sishen,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-28.3818303,22.9644705,
SIT,7243,Sitka,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,57.8409595,-135.5188005,
SIU,7244,Siuna,NI,,Nicaragua,NIC,CAME,,Central America,AM,America,1,13.7341305,-84.7789494,
SIV,7245,Sullivan,US,US_IN,U.S.A.,USA,NAME,Indiana,North America,AM,America,1,39.09493,-87.40964,
SIW,7246,Sibisa,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,2.6048072,98.9627434,
SIX,7247,Singleton,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-32.5664044,151.1733972,
SIZ,7248,Sissano,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-3.0025179,142.0514247,
SJA,7249,San Juan,PE,,Peru,PER,SAME,,South America,AM,America,1,-8.6691267,-77.6263344,
SJB,7250,San Joaquin,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-16.3848069,-58.3942464,
SJD,7251,San Jose Cabo,MX,,Mexico,MEX,NAME,,North America,AM,America,1,23.0598364,-109.7025148,
SJE,7252,San Jose Del Gua,CO,,Colombia,COL,SAME,,South America,AM,America,1,6.25203,-75.60257,
SJF,7253,Saint John Island,VI,,US Virgin Islands,VIR,CRBN,,Caribbean,AM,America,1,47.25297,-68.59553,
SJG,7254,San Pedro Jagua,CO,,Colombia,COL,SAME,,South America,AM,America,1,4.6457216,-73.3232173,
SJH,7255,San Juan Del Cesar,CO,,Colombia,COL,SAME,,South America,AM,America,1,10.7681231,-73.0050581,
SJI,7256,San Jose,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,12.3529756,121.0663052,
SJJ,7257,Sarajevo,BA,,Bosnia and Herzegovina,BIH,SEUR,,Southern Europe,EU,Europe,1,43.8519774,18.3866868,
SJK,7258,Sao Jose dos Campos,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-23.1867782,-45.8854538,
SJL,7259,Sao Gabriel Cachoeira,BR,BR_AM,Brazil,BRA,SAME,Amazonas,South America,AM,America,1,-0.1249715,-67.0813855,
SJN,7260,Saint Johns,US,US_AZ,U.S.A.,USA,NAME,Arizona,North America,AM,America,1,34.50676,-109.36559,
SJO,7261,San Jose,CR,,Costa Rica,CRI,CAME,,Central America,AM,America,1,9.9325427,-84.0795782,
SJP,7262,Sao Jose Do Rio Preto,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-20.8125851,-49.3804212,
SJQ,7263,Sesheke,ZM,,Zambia,ZMB,SAFR,,Subsaharan Africa,AF,Africa,1,-17.4809495,24.2944723,
SJR,7264,San Juan De Uraba,CO,,Colombia,COL,SAME,,South America,AM,America,1,8.7609887,-76.5283566,
SJS,7265,San Jose,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-15.8030031,-66.9978511,
SJT,7266,San Angelo,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,31.46183,-100.44256,
SJV,7267,San Javier,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-16.2739191,-62.5044287,
SJX,7268,Sartaneja,BZ,,Belize,BLZ,CAME,,Central America,AM,America,1,27.98101,-97.08744,
SJY,7269,Seinajoki,FI,,Finland,FIN,NEUR,,Northern Europe,EU,Europe,1,62.7954104,22.8442015,
SJZ,7270,Sao Jorge Island,PT,,Portugal,PRT,SEUR,,Southern Europe,EU,Europe,1,38.55082,-27.76735,
SKB,7271,Saint Kitts,KN,,Saint Kitts and Nevis,KNA,CRBN,,Caribbean,AM,America,1,17.31569295,-62.74468059,
SKC,7272,Suki,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
SKD,7273,Samarkand,UZ,,Uzbekistan,UZB,EEUR,,Central/Eastern Europe,EU,Europe,1,39.6550017,66.9756954,
SKE,7274,Skien,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,59.2662883,9.531135448,
SKG,7275,Thessaloniki,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,40.6403167,22.9352716,
SKH,7276,Surkhet,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,28.64121,81.58637,
SKI,7277,Skikda,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.879882,6.907485,
SKK,7278,Shaktoolik,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,64.35485,-161.19275,
SKL,7279,Isle of Skye,GB,GBSCO,United Kingdom,GBR,NEUR,Scotland,Northern Europe,EU,Europe,1,57.36300795,-6.30217367,
SKM,7280,Skeldon,GY,,Guyana,GUY,SAME,,South America,AM,America,1,5.8847211,-57.1414117,
SKN,7281,Stokmarknes,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,68.5670003,14.9133484,
SKO,7282,Sokoto,NG,,Nigeria,NGA,SAFR,,Subsaharan Africa,AF,Africa,1,13.0610588,5.2373194,
SKP,7283,Skopje,MK,,Macedonia,MKD,SEUR,,Southern Europe,EU,Europe,1,41.9961816,21.4319213,
SKQ,7284,Sekakes,LS,,Lesotho,LSO,SAFR,,Subsaharan Africa,AF,Africa,1,-29.6039276,28.3350201,
SKR,7285,Shakiso,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,5.7746802,38.9028468,
SKS,7286,Vojens,DK,,Denmark,DNK,NEUR,,Northern Europe,EU,Europe,1,55.2464268,9.3082416,
SKT,7287,Sialkot,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,32.4935378,74.5411575,
SKU,7288,Skiros,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,38.87304355,24.52447739,
SKV,7289,St Catherine,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,28.5675077,33.9535607,
SKW,7290,Skwentna,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,61.98412,-151.36625,
SKX,7291,Saransk,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,54.18671,45.18383,
SKY,7292,Sandusky,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,36.6006147,-89.6423022,
SKZ,7293,Sukkur,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,27.6961883,68.8588754,
SLA,7294,Salta,AR,AR_SA,Argentina,ARG,SAME,Salta,South America,AM,America,1,-24.7892946,-65.4103194,
SLB,7295,Storm Lake,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,42.64746,-95.20141,
SLC,7296,Salt Lake City,US,US_UT,U.S.A.,USA,NAME,Utah,North America,AM,America,1,28.4712463,-80.53942379,
SLD,7297,Sliac,SK,,Slovakia,SVK,EEUR,,Central/Eastern Europe,EU,Europe,1,48.6131806,19.1423663,
SLE,7298,Salem,US,US_OR,U.S.A.,USA,NAME,Oregon,North America,AM,America,1,36.1412424,-107.9898461,
SLF,7299,Sulayel,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,25.36818,49.58791,
SLG,7300,Siloam Springs,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,36.18863,-94.54134,
SLH,7301,Sola,VU,,Vanuatu,VUT,OCEA,,Oceania,OC,Oceania,1,-13.87483,167.549744,
SLI,7302,Solwezi,ZM,,Zambia,ZMB,SAFR,,Subsaharan Africa,AF,Africa,1,-12.1820553,26.3990713,
SLJ,7303,Solomon,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-33.23199635,136.3396367,
SLK,7304,Saranac Lake,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,44.32484,-74.13179,
SLL,7305,Salalah,OM,,Oman,OMN,MIDE,,Middle East,AS,Asia,1,17.0174945,54.1010923,
SLN,7306,Salina,US,US_KS,U.S.A.,USA,NAME,Kansas,North America,AM,America,1,38.84054,-97.6097,
SLO,7307,Salem,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,35.24754185,-120.6720726,
SLP,7308,San Luis Potosi,MX,,Mexico,MEX,NAME,,North America,AM,America,1,22.1516472,-100.9763993,
SLQ,7309,Sleetmute,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,61.70159,-157.16965,
SLR,7310,Sulphur Springs,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,33.13796,-95.60289,
SLS,7311,Silistra,BG,,Bulgaria,BGR,EEUR,,Central/Eastern Europe,EU,Europe,1,44.118308,27.2600031,
SLT,7312,Salida,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,42.08944245,-73.34043411,
SLU,7313,Saint Lucia,LC,,Saint Lucia,LCA,CRBN,,Caribbean,AM,America,1,13.90904385,-60.97792414,
SLV,7314,Shimla,IN,INHIM,India,IND,SASI,Himachal Pradesh,South Asia,AS,Asia,1,31.1041526,77.1709729,
SLW,7315,Saltillo,MX,,Mexico,MEX,NAME,,North America,AM,America,1,25.4230425,-100.9927509,
SLX,7316,Salt Cay,TC,,Turks and Caicos Islands,TCA,CRBN,,Caribbean,AM,America,1,21.32283945,-71.20779089,
SLY,7317,Salekhard,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,66.5375387,66.6157469,
SLZ,7318,Sao Luiz,BR,BR_MA,Brazil,BRA,SAME,Maranhao,South America,AM,America,1,-25.6132831,-53.8787424,
SMA,7319,Santa Maria (Azores),PT,,Portugal,PRT,SEUR,,Southern Europe,EU,Europe,1,39.01835,-9.15171,
SMB,7320,Cerro Sombrero,CL,,Chile,CHL,SAME,,South America,AM,America,1,-39.7555376,-72.3172367,
SMC,7321,Santa Maria,CO,,Colombia,COL,SAME,,South America,AM,America,1,10.9322703,-74.8240856,
SME,7322,Somerset,US,US_KY,U.S.A.,USA,NAME,Kentucky,North America,AM,America,1,37.09341,-84.60081,
SMG,7323,Santa Maria,PE,,Peru,PER,SAME,,South America,AM,America,1,-5.7964072,-76.0937655,
SMH,7324,Sapmanga,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.0754927,146.8104895,
SMI,7325,Samos,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,37.72461615,26.81929189,
SMJ,7326,Sim,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.7559429,146.9326045,
SMK,7327,Saint Michael,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,63.47347,-162.05205,
SML,7328,Stella Maris,BS,,Bahamas,BHS,CRBN,,Caribbean,AM,America,1,23.5747346,-75.2622218,
SMM,7329,Semporna,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,4.4790651,118.6118806,
SMN,7330,Salmon,US,US_ID,U.S.A.,USA,NAME,Idaho,North America,AM,America,1,45.17673,-113.89679,
SMO,7331,Santa Monica,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,34.01158,-118.49227,
SMP,7332,Stockholm,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
SMQ,7333,Sampit,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-2.5389113,112.949389,
SMR,7334,Santa Marta,CO,,Colombia,COL,SAME,,South America,AM,America,1,11.2320944,-74.1950916,
SMS,7335,Sainte Marie,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-16.89791,49.92723,
SMT,7336,Sorriso,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-12.5444887,-55.7233972,
SMU,7337,Sheep Mountain,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,34.91835,-83.38954,
SMV,7338,Saint Moritz,CH,,Switzerland,CHE,WEUR,,Western Europe,EU,Europe,1,46.4978958,9.8392428,
SMW,7339,Smara,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,26.7435827,-11.6645492,
SMX,7340,Santa Maria,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,33.20629405,-97.16795302,
SMY,7341,Simenti,SN,,Senegal,SEN,SAFR,,Subsaharan Africa,AF,Africa,1,13.0265587,-13.2936425,
SMZ,7342,Stoelmanseiland,SR,,Suriname,SUR,SAME,,South America,AM,America,1,4.3536281,-54.4208888,
SNA,7343,Santa Ana,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,43.9553163,-91.40938085,
SNB,7344,Snake Bay,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-35.5883105,150.3466551,
SNC,7345,Salinas,EC,,Ecuador,ECU,SAME,,South America,AM,America,1,-2.2079292,-80.967163,
SNE,7346,Sao Nicolau,CV,,Cape Verde,CPV,SAFR,,Subsaharan Africa,AF,Africa,1,16.58043185,-24.08861778,
SNF,7347,San Felipe,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,10.3394796,-68.7417033,
SNG,7348,San Ignacio De Velasco,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-16.3738881,-60.9598466,
SNH,7349,Stanthorpe,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-28.6559947,151.9338265,
SNI,7350,Sinoe,LR,,Liberia,LBR,SAFR,,Subsaharan Africa,AF,Africa,1,5.01111,-9.03889,
SNJ,7351,San Julian,CU,,Cuba,CUB,CRBN,,Caribbean,AM,America,1,22.6921413,-83.17164461,
SNK,7352,Snyder,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,32.71715,-100.91776,
SNL,7353,Shawnee,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,35.33269,-96.92485,
SNM,7354,San Ignacio De Moxos,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-14.99200045,-65.6409912,
SNO,7355,Sakon Nakhon,TH,,Thailand,THA,SEAS,,South East Asia,AS,Asia,1,17.1651224,104.1500731,
SNP,7356,Saint Paul Island,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,35.47022335,-97.54739016,
SNQ,7357,San Quintin,MX,,Mexico,MEX,NAME,,North America,AM,America,1,30.5613719,-115.938162,
SNR,7358,Saint Nazaire,FR,FRPAY,France,FRA,WEUR,Pays de la Loire,Western Europe,EU,Europe,1,47.2733517,-2.2138905,
SNS,7359,Salinas,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,36.67087,-121.65483,
SNT,7360,Sabana De Torres,CO,,Colombia,COL,SAME,,South America,AM,America,1,7.3939416,-73.4998859,
SNU,7361,Santa Clara,CU,,Cuba,CUB,CRBN,,Caribbean,AM,America,1,22.4065829,-79.9650993,
SNV,7362,Santa Elena,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,10.346183,-66.332252,
SNW,7363,Thandwe,MM,,Myanmar,MMR,SEAS,,South East Asia,AS,Asia,1,18.4714061,94.37369771,
SNX,7364,Semnan,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,35.5834074,53.3882906,
SNY,7365,Sidney,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,39.776157,-91.3520924,
SOA,7366,Soc Trang,VN,,Vietnam,VNM,SEAS,,South East Asia,AS,Asia,1,9.6026724,105.9733211,
SOC,7367,Surakarta,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-7.5692489,110.828448,
SOD,7368,Sorocaba,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-23.5003451,-47.4582864,
SOE,7369,Souanke,CG,,Congo,COG,SAFR,,Subsaharan Africa,AF,Africa,1,2.0609428,14.1323859,
SOG,7370,Sogndal,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,61.329791,6.720364762,
SOH,7371,Solita,CO,,Colombia,COL,SAME,,South America,AM,America,1,0.8767264,-75.6190438,
SOI,7372,South Molle Island,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-20.2683493,148.8384182,
SOJ,7373,Sorkjosen,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,69.7860232,20.9502985,
SOK,7374,Semongkong,LS,,Lesotho,LSO,SAFR,,Subsaharan Africa,AF,Africa,1,15.433352,106.122746,
SOL,7375,Solomon,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,30.25861375,-97.68427486,
SOM,7376,San Tome,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,8.9384994,-64.1321204,
SON,7377,Luganville,VU,,Vanuatu,VUT,OCEA,,Oceania,OC,Oceania,1,-15.5121107,167.1784414,
SOO,7378,Soderhamn,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,61.2998501,17.0607599,
SOP,7379,Southern Pines,US,US_NC,U.S.A.,USA,NAME,North Carolina,North America,AM,America,1,35.17441,-79.39147,
SOQ,7380,Sorong,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-0.8634105,131.2544805,
SOR,7381,Al Thaurah,SY,,Syria,SYR,MIDE,,Middle East,AS,Asia,1,36.9613831,41.0645402,
SOT,7382,Sodankyla,FI,,Finland,FIN,NEUR,,Northern Europe,EU,Europe,1,67.4189716,26.5902179,
SOU,7383,Southampton,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,50.9025349,-1.404189,
SOV,7384,Seldovia,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,59.43991,-151.71711,
SOW,7385,Show Low,US,US_AZ,U.S.A.,USA,NAME,Arizona,North America,AM,America,1,36.6453403,-93.3818523,
SOX,7386,Sogamoso,CO,,Colombia,COL,SAME,,South America,AM,America,1,5.7148307,-72.9279328,
SOY,7387,Stronsay,GB,GBSCO,United Kingdom,GBR,NEUR,Scotland,Northern Europe,EU,Europe,1,59.11661815,-2.562860969,
SOZ,7388,Solenzara,FR,FRCOR,France,FRA,WEUR,Corsica,Western Europe,EU,Europe,1,41.8562794,9.398569,
SPA,7389,Spartanburg,US,US_SC,U.S.A.,USA,NAME,South Carolina,North America,AM,America,1,36.9617114,-87.0047199,
STT,7390,Saint Thomas,VI,,US Virgin Islands,VIR,CRBN,,Caribbean,AM,America,1,18.34899,-64.93042,
SPC,7391,Santa Cruz De La Palma,ES,ESCAN,Spain,ESP,SEUR,Canary Islands,Southern Europe,EU,Europe,1,28.6832638,-17.7639637,
SPD,7392,Saidpur,BD,,Bangladesh,BGD,SASI,,South Asia,AS,Asia,1,23.2848263,90.8109105,
SPE,7393,Sepulot,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,34.883985,-76.818726,
SPF,7394,Spearfish,US,US_SD,U.S.A.,USA,NAME,South Dakota,North America,AM,America,1,44.4909,-103.85918,
SPH,7395,Sopu,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.9995989,147.5910822,
SPI,7396,Springfield,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,38.78030705,-75.10504898,
SPJ,7397,Sparta,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,37.0744494,22.4301778,
SPM,7398,Spangdahlem,DE,DERHI,Germany,DEU,WEUR,Rhineland Palatinate,Western Europe,EU,Europe,1,49.9833,6.68333,
SPN,7399,Saipan,MP,,Northern Mariana Islands,MNP,OCEA,,Oceania,OC,Oceania,1,15.20756,145.72108,
SPO,7400,San Pablo,ES,ESCAM,Spain,ESP,SEUR,Castile la Mancha,Southern Europe,EU,Europe,1,39.5393105,-4.3315902,
SPP,7401,Menongue,AO,,Angola,AGO,SAFR,,Subsaharan Africa,AF,Africa,1,-14.6610713,17.6820336,
SPQ,7402,San Pedro,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,33.73788,-118.28373,
SPR,7403,San Pedro,BZ,,Belize,BLZ,CAME,,Central America,AM,America,1,17.9204087,-87.9621768,
SPT,7404,Sipitang,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,5.0761521,115.54973,
SPU,7405,Split,HR,,Croatia,HRV,SEUR,,Southern Europe,EU,Europe,1,43.5116383,16.4399659,
SPV,7406,Sepik Plains,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
SPW,7407,Spencer,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,43.14187,-95.1447,
SPX,7408,Giza,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,29.9870753,31.2118063,
SPY,7409,San Pedro,CI,,Ivory Coast,CIV,SAFR,,Subsaharan Africa,AF,Africa,1,4.7581592,-6.641549,
SPZ,7410,Springdale,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,36.18836,-94.13021,
SQA,7411,Santa Ynez,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,34.61054,-120.08273,
SQB,7412,Santa Ana,CO,,Colombia,COL,SAME,,South America,AM,America,1,9.3229035,-74.5696573,
SQC,7413,Southern Cross,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-31.2282721,119.327784,
SQD,7414,Shangrao,CN,CNJXI,China,CHN,NEAS,Jiangxi,North East Asia,AS,Asia,1,28.4582821,117.9381305,
SQE,7415,San Luis De Palenque,CO,,Colombia,COL,SAME,,South America,AM,America,1,5.422039,-71.7314386,
SQF,7416,Solano,CO,,Colombia,COL,SAME,,South America,AM,America,1,0.6987889,-75.2536926,
SQG,7417,Sintang,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,0.061651,111.4828467,
SQH,7418,Nasan,VN,,Vietnam,VNM,SEAS,,South East Asia,AS,Asia,1,13.4233942,108.2566223,
SQI,7419,Sterling,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,41.79405,-89.69882,
SQJ,7420,Sanming,CN,CNFUJ,China,CHN,NEAS,Fujian,North East Asia,AS,Asia,1,26.2671531,117.634008,
SQK,7421,Sidi Barani,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,31.6112866,25.9258465,
SQL,7422,San Carlos,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,37.50494,-122.26281,
SQM,7423,Sao Miguel Araguaia,BR,BR_GO,Brazil,BRA,SAME,Goias,South America,AM,America,1,-13.2726442,-50.1627219,
SQN,7424,Sanana,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-2.22567625,125.9355306,
SQO,7425,Storuman,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,65.4,16.416667,
SQQ,7426,Siauliai,LT,,Lithuania,LTU,EEUR,,Central/Eastern Europe,EU,Europe,1,55.9340823,23.3157775,
SQR,7427,Soroako,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-2.5624691,121.3993361,
SQT,7428,Samarai Island,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-10.6126179,150.6641471,
SQU,7429,Saposoa,PE,,Peru,PER,SAME,,South America,AM,America,1,-6.9318423,-76.7724793,
SQV,7430,Sequim,US,US_WA,U.S.A.,USA,NAME,Washington,North America,AM,America,1,48.07684,-123.06182,
SQW,7431,Skive,DK,,Denmark,DNK,NEUR,,Northern Europe,EU,Europe,1,56.6459244,8.93273216,
SQX,7432,Sao Miguel Do Oeste,BR,BR_SC,Brazil,BRA,SAME,Santa Catarina,South America,AM,America,1,-26.7278977,-53.5176689,
SQY,7433,Sao Lourenco Do Sul,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-31.3669286,-51.9814839,
SQZ,7434,Scampton,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,53.3021398,-0.5752487,
SRA,7435,Santa Rosa,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-27.8643546,-54.4779287,
SRB,7436,Santa Rosa,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-15.2740541,-63.0110171,
SRC,7437,Searcy,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,64.85477015,-147.8371505,
SRD,7438,San Ramon,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-16.6117656,-62.49910057,
SRE,7439,Sucre,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-19.0477251,-65.2594306,
SRG,7440,Semarang,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-6.9903988,110.4229104,
SRH,7441,Sarh,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,9.1406471,18.3937969,
